,,Approval Year (Date of Approval ADB),Approval Year (ADB),Product Approval Number,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Cofinance Amount/ Total CF,Approved Cofin Amt,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,statuscofinancing,Sov-NonSov,Proc Arrangement,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
,"Japan,JICA",2016,2016,3260,3260,49215-001,,,NEP,Earthquake Emergency Assistance Project,SARD,NRM,03/11/2016,,,,,0,,115.3,,115.3,115.3,DVA,PS,Collaborative,Bilateral,Loan,,3100,Education,,,02/02/2016,,,Yes,,03/11/2016,,,,Approved,Sovereign,Parallel,,,,JICA cofinancing amounts to 14 billion yen. The USD conversion of $115.3 was provided by SARD in their memo of 11 March 2016. ,
,"Japan,JICA",2016,2016,,3321/3322,47015-002,,,PAK,Sustainable Energy Sector Reform Program - Subprogram 2 ,CWRD,CWEN,02/02/2016,0,0,,,0,,41.32,,41.32,41.32,DVA,PS,Collaborative,Bilateral,Loan,,3200,Energy,,Energy Sector Development and Institutional Reform,02/02/2016,,,Yes,,02/02/2016,,,,,Sovereign,Parallel,,,,,
JFJCM,JFJCM,,,,,,,,,,,,,0,0,38,0,0,5,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Japan,JFJCM",2015,2015,429,0409/0410/0429,46122-003,,,MLD,Preparing Outer Islands for Sustainable Energy DevelopmentﾗAdditional Financing,SARD,SAEN,03/19/2015,,,38,,0,5,,,5,,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,"Conventional Energy Generation, Renewable Energy ﾖ Solar, Energy Efficiency and Conservation",,,,Yes,,03/19/2015,,,,,Sovereign,Joint,,,,,
JFPR,JFPR,,,,,,,,,,,,,0,0,0,0,0,18.5,0,0,18.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Japan,JFPR",2014,2014,9178,9178,46009-002,,,CAM,Community-Based Disaster Risk Reduction,SERD,CARM,10/03/2014,,,,,0,2.5,,,2.5,,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3600,Public Sector Management,,Decentralization,06/30/2014,,,No,,10/03/2014,,,,,Sovereign,Joint,,,,,
,"Japan,JFPR",2014,2014,9179,9179,46270-002,,,THA,Community-Based Flood Risk Management and Disaster Response in the Chao Phraya Basin,SERD,SEUW,10/22/2014,,,,,0,2,,,2,,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Urban Infrastructure and Services,,,04/03/2014,,,No,,10/22/2014,,,,,Sovereign,,,,,,
,"Japan,JFPR",2015,2015,9181,9181,49320-001,,,VAN,Cycone Pam School Reconstruction,PARD,PLCO,11/16/2015,,,,,0,5,,,5,,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,10/21/2015,,,No,,11/16/2015,,,,Approved,Sovereign,Joint,,,,,
,"Japan,JFPR",2015,2015,9182,9182,49168-001,,,MON,Improving School Dormitory Environment for Primary Students in Western Region,EARD,EASS,11/26/2015,,,,,0,3,,,3,,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,,,,No,,11/26/2015,,,,,Sovereign,Joint,,,,,
,"Japan,JFPR",2015,2015,9183,9183,48216-001,,,MON,Integrated Livelihoods Improvement and Sustainable Tourism in Khuvsgul Lake National Park,EARD,EAER,12/07/2015,,,,,0,3,,,3,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,"Agriculture, Natural Resources and Rural Development",,,09/04/2015,,,No,,12/07/2015,,,,Approved,Sovereign,Joint,,,,,
,"Japan,JFPR",2015,2015,,9184,48322-001,,,MYA,Economic Empowerment of the Poor and Women in the East-West Economic Corridor,SERD,SEOD,12/15/2015,,,,,0,3,,,3,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,"Agriculture, Natural Resources and Rural Development",,,08/20/2015,,,No,,12/15/2015,,,,Approved,Sovereign,,,,,,
JICA,JICA,,,,,,,,,,,,,140,90,0,0,230,0,355.62,0,355.62,156.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Japan,JICA",2014,2014,3126 (CL),3126,47015-001,,,PAK,Sustainable Energy Sector Reform Program ﾖ Subprogram 1 (additional),CWRD,CWEN,06/04/2014,,,,,0,,49,,49,,DVA,PS,Collaborative,Bilateral,Loan,,3200,Energy,,Energy Sector Development,06/04/2014,,,Yes,,06/04/2014,,,,,Sovereign,Parallel,,,,,
,"Japan,JICA",2014,2014,,3227/3228,47293-001,,,VIE,Improving Competitiveness Program,SERD,VRM,11/28/2014,140,90,,,230,,150,,150,,DVA,PS,Collaborative,Bilateral,Loan,,3600,Public Sector Management,,Economic Affairs Management,,,,No,,11/28/2014,,,,,Sovereign,Parallel,,,,,
,"Japan,JICA",2016,2016,3260,3260,49215-001,,,NEP,Earthquake Emergency Assistance Project,SARD,NRM,03/11/2016,,,,,0,,115.3,,115.3,115.3,DVA,PS,Collaborative,Bilateral,Loan,,3100,Education,,,02/02/2016,,,Yes,,03/11/2016,,,,Approved,Sovereign,Parallel,,,,JICA cofinancing amounts to 14 billion yen. The USD conversion of $115.3 was provided by SARD in their memo of 11 March 2016. ,
,"Japan,JICA",2016,2016,,3321/3322,47015-002,,,PAK,Sustainable Energy Sector Reform Program - Subprogram 2 ,CWRD,CWEN,02/02/2016,0,0,,,0,,41.32,,41.32,41.32,DVA,PS,Collaborative,Bilateral,Loan,,3200,Energy,,Energy Sector Development and Institutional Reform,02/02/2016,,,Yes,,02/02/2016,,,,,Sovereign,Parallel,,,,,
KEXIM,KEXIM,,,,,,,,,,,,,0,0,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Korea,KEXIM",2015,2015,,3047,44213-016,74,,BAN,Secondary Education Sector Investment ProgramﾗTranche 1 (Supplementary),SARD,SAHS,07/20/2015,,,,,0,,39,,39,,DVA,FW,Collaborative,Bilateral,Loan,,3100,Education,3103,Upper Secondary Education,,,,Yes,,07/20/2015,,,,,Sovereign,Parallel,,,,,
KfW,KfW,,,,,,,,,,,,,1031.31,0,0,0,1031.31,0,919.65,0,919.65,862.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Germany,KfW",2015,2015,3356,3356,49232-001,,,PRC,Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program,EARD,EASS,12/10/2015,300,,,,300,,166.65,,166.65,166.65,DVA,FW,Collaborative,Bilateral,Loan,,3200,Energy,,,,,,No,,12/10/2015,,,,Approved,Sovereign,Parallel,,,,,
,"Germany,KfW",2015,2015,3374,3374,42039-036,,,VIE,Power Transmission Investment Program-Tranche 3,SERD,SEEN,12/18/2015,231.31,,,,231.31,,71,,71,71,DVA,FW,Collaborative,Bilateral,Loan,,3200,Energy,,,,,,No,,12/18/2015,,,,Approved,Sovereign,Parallel,,,,,
,"Germany,KfW",2015,2015,,3083/8276,42362-013,,,INO,Java-Bali 500-Kilovolt Power Transmission CrossingﾗAdditional Cofinancing,SERD,SEEN,10/28/2015,,,,,0,,57,,57,,DVA,FW,Collaborative,Bilateral,Loan,,3200,Energy,,Electricity Transmission and Distribution,,,,Yes,,10/28/2015,,,,,Sovereign,Parallel,,,,,
,"Germany,KfW",2015,2015,,3365,44426-016,,,IND,Green Energy Corridor and Grid Strengthening,SARD,SAEN,12/09/2015,500,,,,500,,625,,625,625,DVA,FW,Collaborative,Bilateral,Loan,,3200,Energy,3211,Electricity Transmission and Distribution,,,,No,,12/09/2015,,,,Approved,Sovereign,Parallel,,,,,
KOICA,KOICA,,,,,,,,,,,,,0,0,0,0,0,3.5,0,0,3.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Korea,KOICA",2013,2013,3047 (CG),3047,44213-016,74,,BAN,Secondary Education Sector Investment Program - Tranche 1 (Supplementary),SARD,SAHS,12/16/2013,,,,,0,3.5,,,3.5,,DVA,,Collaborative,Bilateral,Grant,,3100,Education,3103,Upper Secondary Education,,,,No,,12/16/2013,,,,,Sovereign,Parallel,,,,,
Korea,Korea,,,,,,,,,,,,,1976.85,419.77,47,0,2396.62,4,1683.66,0,1687.66,154.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Korea,1993,1993,,1288,27231,,,PHI,Power Transmission,SERD,SEID,12/14/1993,164,0,0,,164,,10.7,,10.7,,Non-DVA,,,Bilateral,Loan,OCR,3200,Energy,,,,,,,,12/14/1993,,,,,Sovereign,,S,,,"EDCF. Ref. memo dtd 25Apr01, cancellation of undisbursed loan amount of US$ 6,734,386.26 and closing of account.",
,Korea,2004,2004,,2087,35377-01,,,MON,Regional Road Development,EARD,EATC,07/22/2004,0,42.51,0,,42.51,,23.88,,23.88,,Non-DVA,,,Bilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,07/22/2004,,,,,Sovereign,,,,,EDCF Adj Dec07 from $23.9 to $23.88,
,Korea,2006,2006,70,2307/0070,35376,,,MON,Customs Modernization,EARD,EARG,12/20/2006,0,5,0,,5,0.5,,,0.5,,DVA,,Full Administration,Bilateral,Grant,ADF,3500,Industry and Trade,,,,,,,,12/20/2006,05/21/2007,,12/13/2011,,Sovereign,,Highly Successful,,,,
,Korea,2007,2007,2372(CL),2372/0095/2988/0337,36353-013,,,VIE,Greater Mekong Subregion: Southern Coastal Corridor (Cambodia and Viet Nam),SERD,,11/28/2007,0,75,0,,75,,50,,50,,Non-DVA,FW,,Bilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,11/28/2007,,,,,Sovereign,,,,,EDCF loan agreement was signed on 23Aug07 in Hanoi (ref 9Nov07 email),"DR 2010. para on RCI and on new proj, pp 27. DR 2011. para on FCA, pp 10."
,Korea,2007,2007,,0082/8241,,,,LAO,Northern GMS Transport Network Improvement,SERD,,09/27/2007,0,0,27,,0,,22.4,,22.4,,Non-DVA,,,Bilateral,Loan,ADF Grant,3700,Transport and ICT,,,,,,,,09/27/2007,,,,,Sovereign,,,,,,
,Korea,2008,2008,,2419/7276,,,,IND,Mundra Ultra Mega Power,PSOD,PSIF1,04/17/2008,450,0,0,,450,,500,,500,,Non-DVA,,,Bilateral,Loan,OCR,3200,Energy,,,,,,,,04/17/2008,,,,,Non-Sovereign,,,,,KEXIM = The Export-Import Bank of Korea.,
,Korea,2009,2009,2539 (CL),2539,42358,,,CAM,Greater Mekong Subregion: Cambodia Northwest Provincial Road Improvement,SERD,SETU,08/24/2009,0,16.26,0,,16.26,,25.58,,25.58,,DVA,FW,Collaborative,Bilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,08/24/2009,11/25/2009,,,,Sovereign,,,,,KEXIM DVA Collaborative cofinancing agreement signed 8Oct09 ($25.58m).  (Actual cofinancing from KEXIM $29.94).,DR 2009. para on FCA pp 32.
,Korea,2009,2009,,2511/0147,41013,,,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,0,72,0,,72,,32.7,,32.7,,DVA,,Collaborative,Bilateral,Loan,ADF,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,03/05/2009,11/09/2009,,,,Sovereign,,,,,,"DR 2009. para on FCA pp 32. para on NET cof, pp 36."
,Korea,2010,2010,195,195,,,,LAO,Greater Mekong Subregion Northern Power Transmission,SERD,SEEW,01/26/2010,0,0,20,,0,,37.88,,37.88,37.88,DVA,FW,Collaborative,Bilateral,Loan,ADF Grant,3200,Energy,,,,,,,,01/26/2010,03/05/1975,,08/20/1985,Approved,Sovereign,,,,,MOU between ADB and KOR signed in Jul09.,
,Korea,2010,2010,2372(CL),2372/0095/2988/0337,36353-013,,,VIE,Greater Mekong Subregion: Southern Coastal Corridor (Cambodia and Viet Nam) (Supplementary),SERD,,12/21/2010,0,0,0,,0,,70,,70,70,DVA,FW,Collaborative,Bilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,12/21/2010,05/29/2008,,,,Sovereign,,,,,L2372 approved in 2007.  Major change in scope approved in Feb2010.  MOU on Collaborative cfg signed 16Apr10.,"DR 2010. para on RCI and on new proj, pp 27. DR 2011. para on FCA, pp 10."
,Korea,2010,2010,2670 (CL),2670,42334,,,CAM,Rural Roads Improvement,SERD,SETU,09/23/2010,0,35,0,,35,,21,,21,21,DVA,FW,Collaborative,Bilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,09/23/2010,01/06/2011,,,,Sovereign,,,,,Changed from 19.35 to 21 on 31 March 2016 per Financing partner and RD request based on signed collab agreement,DR 2011. para on grant cof pp 13.
,Korea,2011,2011,2610 (CL),2610,39595-033,,,VIE,Mong Duong 1 Thermal Power ﾖ Tranche 2,SERD,SEEN,12/05/2011,902.85,,,,902.85,,510,,510,,DVA,,Collaborative,Bilateral,Loan,,3200,Energy,,,,,,Yes,,12/05/2011,05/12/2011,,,,Sovereign,,,,,,"DR 2011. para on project-specific cof, new proj pp 11."
,Korea,2011,2011,2826 (CL),2826,41462-013,,,VIE,"Comprehensive Socioeconomic Urban Development in Viet Tri, Hung Yen, and Dong Dang",SERD,,12/08/2011,,70,,,70,,13.52,,13.52,,DVA,,Collaborative,Bilateral,Loan,,3700,Transport,,,,,,No,,12/08/2011,,,,,Sovereign,,,,,,
,Korea,2013,2013,353,3013/0353,40255-033,,,VIE,Central Mekong Delta Region Connectivity ,SERD,SETC,08/05/2013,410,,,,410,,260,,260,,DVA,FW,Collaborative,Bilateral,Loan,,3700,Transport and ICT,,Road Transport,,,,No,,08/05/2013,,,,,Sovereign,Parallel,,,,$60 million under current FCA with KEXIM; $200 million under first FCA which has expired in 2013.,
,Korea,2014,2014,3119 (CL),3119/3120,42251-018,,,SRI,Skills Sector Enhancement Program,SARD,SAHS,03/28/2014,50,50,,,100,,26,,26,26,DVA,FW,Collaborative,Bilateral,Loan,,3100,Education,,Technical Education and Vocational Skills Training,,,,No,,03/28/2014,,,,,Sovereign,Parallel,,,,,
,Korea,2014,2014,3151 (CL),3151/401/402/466/467/8299/8300,42334-014,,,CAM,Rural Roads Improvement II,SERD,SETC,08/08/2014,,54,,,54,,41,,41,,DVA,FW,Collaborative,Bilateral,Loan,,3700,Transport,,Road Transport,,,,No,,08/08/2014,,,,,Sovereign,Parallel,,,,,
,"Korea,KEXIM",2015,2015,,3047,44213-016,74,,BAN,Secondary Education Sector Investment ProgramﾗTranche 1 (Supplementary),SARD,SAHS,07/20/2015,,,,,0,,39,,39,,DVA,FW,Collaborative,Bilateral,Loan,,3100,Education,3103,Upper Secondary Education,,,,Yes,,07/20/2015,,,,,Sovereign,Parallel,,,,,
,"Korea,KOICA",2013,2013,3047 (CG),3047,44213-016,74,,BAN,Secondary Education Sector Investment Program - Tranche 1 (Supplementary),SARD,SAHS,12/16/2013,,,,,0,3.5,,,3.5,,DVA,,Collaborative,Bilateral,Grant,,3100,Education,3103,Upper Secondary Education,,,,No,,12/16/2013,,,,,Sovereign,Parallel,,,,,
Kuwait,Kuwait,,,,,,,,,,,,,280.4,63,0,0,343.4,15,132.43,0,147.43,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kuwait,1975,1975,,231,,,,SRI,Urea Fertilizer,SARD,,09/18/1975,0,30,0,,30,,25,,25,,Non-DVA,,,Bilateral,Loan,ADF,3500,Industry and Trade,,,,,,,,09/18/1975,,,,,Sovereign,,,,,,
,Kuwait,1978,1978,,372,,,,MAL,Trengganu Hydropower,SERD,SEID,12/05/1978,45.4,0,0,,45.4,,14.7,,14.7,,Non-DVA,,,Bilateral,Loan,OCR,3200,Energy,,,,,,,,12/05/1978,,,,,Sovereign,,,,,,
,Kuwait,1979,1979,,403,,,,SRI,Urea Fertilizer (Supplementary),SARD,AWFN,06/21/1979,0,3,0,,3,,2.09,,2.09,,Non-DVA,,,Bilateral,Loan,ADF,3500,Industry and Trade,,,,,,,,06/21/1979,,,,,Sovereign,,,,,,
,Kuwait,1982,1982,,587,15076,,,BAN,Ashuganj Thermal Power Generation,SARD,,10/21/1982,,,,,0,,35,,35,,Non-DVA,,,Bilateral,Loan,ADF,3200,Energy,,,,,,,,10/21/1982,,,,,Sovereign,,,,,,
,Kuwait,1982,1982,,597,,,,PHI,Third Road Improvement,SERD,,11/11/1982,68,0,0,,68,,11.5,,11.5,,Non-DVA,,,Bilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,11/11/1982,,,,,Sovereign,,,,,,
,Kuwait,1996,1996,,1473,,,,PHI,Sixth Road,SERD,,09/30/1996,167,0,0,,167,,27.14,,27.14,,Non-DVA,,,Bilateral,Loan,OCR,3700,Transport and ICT,,,,,,,,09/30/1996,,,,,Sovereign,,Succesful,,,"Adj Dec07 ref PCR, from $20 to $27.14.  parallel financing",
,Kuwait,2003,2003,9024 (PG),9024/0076,,,,AFG,Road Employment Project for Settlement and Integration of Returning Refugees and Displaced Persons (Supplementary),CWRD,,05/26/2003,0,0,0,,0,15,,,15,,DVA,,Partial Administration,Bilateral,Grant,ADF,3700,Transport and ICT,,,,,,Yes,,05/26/2003,,,,,Sovereign,,,,,,
,Kuwait,2015,2015,,3124/8288,33209-014,,,NEP,Community-Managed Irrigated Agriculture SectorﾗAdditional Financing,SARD,SAER,05/05/2015,,30,,,30,,17,,17,17,DVA,PS,Collaborative,Bilateral,Loan,,3000,"Agriculture, Natural Resources and Rural Development",,,,,,No,,05/05/2015,,,,,Sovereign,Parallel,,,,,
Malaysia,Malaysia,,,,,,,,,,,,,0,42,0,0,42,2.8,0,0,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malaysia,2006,2006,,2288/2602/0187,37269-023,,,CAM,Greater Mekong Subregion: Rehabilitation of the Railway in Cambodia,SERD,SEID,12/13/2006,0,42,0,,42,2.8,,,2.8,,Non-DVA,,,Bilateral,Grant,ADF,3700,Transport and ICT,,,,,,,,12/13/2006,,,,,Sovereign,,,,,,
MDTF-WFPF,MDTF-WFPF,,,,,,,,,,,,,400,102,0,0,502,4.56,0,0,4.56,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDTF-WFPF,2008,2008,131,2466/0131,40007,,,UZB,Surkhandarya Water Supply and Sanitation,CWRD,,11/03/2008,0,30,0,,30,1.5,,,1.5,,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,ADF,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,11/03/2008,07/27/2009,,,,Sovereign,,,,,,
,MDTF-WFPF,2009,2009,147,2511/0147,41013,,,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,0,72,0,,72,1.2,,,1.2,,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,ADF,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,03/05/2009,,,,,Sovereign,,,,,,"DR 2009. para on FCA pp 32. para on NET cof, pp 36."
,MDTF-WFPF,2009,2009,159,2550/0159,42382-013,,,PRC,Liaoning Small Cities and Towns Development Demonstration Sector,EARD,,09/18/2009,100,0,0,,100,0.25,,,0.25,,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3700,Transport,,,,,,,,09/18/2009,07/01/2010,,,,Sovereign,,,,,,
,MDTF-WFPF,2009,2009,171,2574/0171,40641,,,PRC,Hebei Small Cities and Towns Development Sector,EARD,,11/06/2009,100,0,0,,100,0.25,,,0.25,,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,11/06/2009,03/17/2010,,,,Sovereign,,,,,,
,MDTF-WFPF,2009,2009,188,2607/0188/0189,38662,,,PRC,Shanxi Integrated Agricultural Development,EARD,,12/16/2009,100,0,0,,100,0.5,,,0.5,,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3000,Agriculture and Natural Resources,,,,,,,,12/16/2009,,,,,Sovereign,,,,,,
,MDTF-WFPF,2009,2009,190,2606,42383-023,,,PRC,Shanxi Small Cities and Towns Development Demonstration Sector,EARD,,12/18/2009,100,0,0,,100,0.25,,,0.25,,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3000,"Agriculture, Natural Resources and Rural Development",,,,,,,,12/18/2009,09/09/2010,,,,Sovereign,,,,,,
,MDTF-WFPF,2014,2014,387,2795/0263/0387,43072-013,,,KIR,South Tarawa Sanitation Improvement Sector ﾖ Additional Financing,PARD,PAUS,05/14/2014,,,,,0,0.61,,,0.61,0.61,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3800,Water and Other Urban Infrastructure and Services,,,11/20/2012,,,Yes,,05/14/2014,,,,Approved,Sovereign,Joint,,,,,
NDF,NDF,,,,,,,,,,,,,446.4,1363.86,0,0,1810.26,18.21,193.13,0,211.34,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NDF,1992,1992,,1185,,,,PAK,Provincial Highways,CWRD,,11/05/1992,0,165.4,0,,165.4,,5.4,,5.4,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,11/05/1992,,,,,Sovereign,,,,,"PCR IN 355-02, 27Dec02. PCR sent to NDF on 23May03",
,NDF,1993,1993,,1266,26366,,,LAO,Airports Improvement,SERD,SEID,11/18/1993,0,15,0,,15,,6.8,,6.8,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,11/18/1993,,,,,Sovereign,,S,,,PCR was sent to NDF on 16Jan03,
,NDF,1994,1994,,1300/2194(L),,,,MON,Telecommunications,EARD,EATC,06/16/1994,0,24.01,0,,24.01,,6.74,,6.74,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,06/16/1994,,,,,Sovereign,,S,,,,
,NDF,1994,1994,,1329,,,,LAO,Theun-Hinboun Hydropower,SERD,,11/08/1994,0,60,0,,60,,7.25,,7.25,,Non-DVA,,,Multilateral,Loan,ADF,3200,Energy,,,,,,,,11/08/1994,,,,,Sovereign,,,,,"PCR, 14Dec00",
,NDF,1994,1994,,1334,,,,MON,Power Rehabilitation,EARD,,11/24/1994,0,37.46,0,,37.46,,5.45,,5.45,,Non-DVA,,,Multilateral,Loan,ADF,3200,Energy,,,,,,,,11/24/1994,,,,,Sovereign,,,,,PCR was sent to NDF on 16Jan03. Adj Dec07 from $5.3 to $5.45. ref PCR,
,NDF,1996,1996,,1430,,,,NEP,Himal Power,PSOD,PSOD,01/23/1996,36.5,0,0,,36.5,,3,,3,,Non-DVA,,,Multilateral,Loan,OCR,3200,Energy,,,,,,,,01/23/1996,,,,,Non-Sovereign,,,,,,
,NDF,1996,1996,,1443,,,,KGZ,Power & District Heating Rehab.,CWRD,,11/01/1996,0,27.5,0,,27.5,,5.2,,5.2,,Non-DVA,,,Multilateral,Loan,ADF,3200,Energy,,,,,,,,11/01/1996,,,,,Sovereign,,,,,PCR was sent to NDF on 22Sep04.  Adj Dec05 from $6.8 to 5.2,
,NDF,1996,1996,,1478,,,,BAN,Jamuna Bridge Access Roads,SARD,SAID,08/13/1996,0,60.61,0,,60.61,,2.14,,2.14,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,08/13/1996,,,,,Sovereign,,,,,"PCR IN 168-04, 4Aug04 was sent to NDF on 8Aug05. Adj from $2 to $2.14.",
,NDF,1997,1997,,1532,,,,MLD,Third Power Systems Development,SARD,SAEN,09/01/1997,0,6.48,0,,6.48,,5.1,,5.1,,Non-DVA,,,Multilateral,Loan,ADF,3200,Energy,,,,,,,,09/01/1997,,,,,Sovereign,,,,,"PCR IN. 106-05, 19May05.  PCR sent to NDF - 2Jun05.  Adj Dec05 from $5.6 to $5.1 and addl cf from Danida",
,NDF,1997,1997,,1538,,,,BAN,Urban Primary Health Care,SARD,SASS,09/16/1997,0,40,0,,40,,1.64,,1.64,,Non-DVA,,,Multilateral,Loan,ADF,3400,Health and Social Protection,,,,,,,,09/16/1997,,,,,Sovereign,,,,,,
,NDF,1997,1997,,1558,,,,LAO,Power Transmission and Distribution,SERD,,09/30/1997,0,28.73,0,,28.73,,6.86,,6.86,,Non-DVA,,,Multilateral,Loan,ADF,3200,Energy,,,,,,,,09/30/1997,,,,,Sovereign,,,,,$1.41 added to 5.9,
,NDF,1998,1998,,1655,,,,VIE,Vocational and Technical Education,SERD,,12/11/1998,0,32.57,0,,32.57,,6.35,,6.35,,Non-DVA,,,Multilateral,Loan,ADF,3100,Education,,,,,,,,12/11/1998,,,,,Sovereign,,,,,PCR Dec08 sent 19May09. Adj Dec09 from $6 to $6.35,
,NDF,1999,1999,,1707,,,,SRI,Skills Development,SARD,SASS,10/28/1999,0,18.8,0,,18.8,,6.71,,6.71,,Non-DVA,,,Multilateral,Loan,ADF,3100,Education,,,,,,,,10/28/1999,,,,,Sovereign,,Succesful,,,Adj from $7 to $6.71.  PCR was sent 22May08.,
,NDF,1999,1999,,1708,,,,BAN,Southwest Road Network Development,SARD,,09/08/1999,0,89,0,,89,,3.89,,3.89,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,09/08/1999,,,,,Sovereign,,Succesful,Successful,,,
,NDF,1999,1999,,1711,26522-01,,,SRI,Southern Transport Dev,SARD,SAID,09/08/1999,0,90,0,,90,,6.7,,6.7,,Non-DVA,,,Multilateral,Loan,ADF,3700,Transport and ICT,,,,,,,,09/08/1999,,,,,Sovereign,,,,,Road safety consultancies and equipment. Approved on 8 Sep 99.,
,NDF,2000,2000,8235,1820/8235,31624,,,NEP,Melamchi Water Supply,SARD,SASS,12/21/2000,0,137,0,,137,,10.5,,10.5,,DVA,PS,Partial Administration,Multilateral,Loan,ADF,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,12/21/2000,11/28/2001,,,,Sovereign,,,,,NDF Credit No. 265.  NDF approval 17 January 2001. Adj Dec08 -non DVA to DVA ref major change paper 7Feb08.,
,NDF,2000,2000,,1750,,,,PHI,Technical Education and Skills Development,SERD,,08/24/2000,25,0,0,,25,,8,,8,,Non-DVA,,,Multilateral,Loan,OCR,3100,Education,,,,,,,,08/24/2000,,,,,Sovereign,,Succesful,,,To be adj in Dec2010 from $8 to $7.85.,
,NDF,2000,2000,,1756,,,,SRI,Secondary Education Modernization,SARD,SASS,09/28/2000,0,54.7,0,,54.7,,6.45,,6.45,,Non-DVA,,,Multilateral,Loan,ADF,3100,Education,,,,,,,,09/28/2000,,,,,Sovereign,,,,,"PCR was sent 18Dec09. Adj Dec09 NDF from $7 to $6.45, Govt 19 to 9.04, ADB 50 to $54.7. File sent to OAS Aug10.",
,NDF,2001,2001,,1836,,,,MON,Social Security Sector Development Program (Investment Loan),EARD,EAGF,08/28/2001,0,4,0,,4,,4,,4,,Non-DVA,,,Multilateral,Loan,ADF,3400,Health and Social Protection,,,,,,,,08/28/2001,,,,,Sovereign,,,,,"R119-01, 7Aug01",
,NDF,2001,2001,,1843,,,,PHI,Mindanao Basic Urban Services Sector,SERD,SESS,09/27/2001,30,0,0,,30,,6,,6,,Non-DVA,,,Multilateral,Loan,OCR,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,09/27/2001,,,,,Sovereign,,,,,PCR Nov2010.,
