Donor,Cofinancier/ Source,Approval Year,Approval Numbers,Product Approval Number,Proj No,Country Mnemonic,Project Title,Source,TA-Type,CF Mode,Bank,JSF,CF Amnt,Approval Date CF,Approval Date Bank,Date of Agreement Letter,Approval Date Bank.1,Approval Date CF.1,DMC,Department,Division,Donor Type,TA-Type.1,Type of Cofinancing,AgreementType,Source Type,Sector Code,Sector,Sub Sector Code,Sub Sector,Date of Agreement Letter.1,Theme 1,Theme 2,Theme 3,Theme 4,SubTheme 1,SubTheme 2,SubTheme 3,SubTheme 4,Publications,TCR Rating,Validation Rating,TPER Rating
JFPR,JFPR,2013,8394,,45229-001,TAJ,Access to Green Finance,JFPR,,E,,,750,18 Sep 2012,,,06/25/2013,09/18/2012,TAJ,CWRD,CWPF,Single Donor,CD,E,C,,3900,Multisector,3900,Multisector,,Economic Growth,Environmental Sustainability,,,Promoting Economic Efficiency and Enabling Business environment,Eco-Efficiency,,,,,,
JFPR,JFPR,2013,8412,,44219-015,NEP,South Asia Subregional Economic Cooperation (SASEC) Power System Expansion,JFPR,,E,,,1000, ,,,07/30/2013,,NEP,SARD,SAEN,Single Donor,PP,E,C,,3200,Energy,3211,Electricity Transmission and Distribution,,Economic Growth,Environmental Sustainability,Regional Cooperation and Integration,,Promoting Economic Efficiency and Enabling Business environment,Natural Resources Conservation,Crossborder Infrastructure,,,,,
JFPR,JFPR,2013,8435,,47016-001,REG,Trade Facilitation in South Asia,JFPR,,E,,,1500,08 Jul 2013,,,08/20/2013,07/08/2013,REG,SARD,SARC,Single Donor,R-CD,E,C,,3500,Industry and Trade,3511,Industry and Trade Sector Development,,Regional Cooperation and Integration,Capacity Development,,,Crossborder Infrastructure,Institutional Development,,,,,,
JFPR,JFPR,2013,8436,,47022-001,BAN,Supporting Participation in the South Asia Subregional Economic Cooperation Trade Facilitation Program,JFPR,,E,,,1500,08 Jul 2013,,,08/20/2013,07/08/2013,BAN,SARD,SARC,Single Donor,CD,E,C,,3500,Industry and Trade,3511,Industry and Trade Sector Development,,Regional Cooperation and Integration,Capacity Development,Private Sector Development,,Crossborder Infrastructure,Institutional Development,,,,,,
JFPR,JFPR,2013,8437,,47025-001,BHU,Supporting Participation in the South Asia Subregional Economic Cooperation Trade Facilitation Program,JFPR,,E,,,1500,08 Jul 2013,,,08/20/2013,07/08/2013,BHU,SARD,SARC,Single Donor,CD,E,C,,3500,Industry and Trade,3511,Industry and Trade Sector Development,,Regional Cooperation and Integration,Capacity Development,,,Crossborder Infrastructure,Institutional Development,,,,,,
JFPR,JFPR,2013,8439,,46453-001,COO,Renewable Energy,JFPR,,E,,,500,06 Jun 2013,,,09/04/2013,06/06/2013,COO,PARD,PATE,Single Donor,PP,E,C,,3200,Energy,3203,Renewable Energy,,Economic Growth,Environmental Sustainability,,,Promoting macroeconomic stability,Eco-Efficiency,,,,,,
JFPR,JFPR,2013,8442,,47028-001,NEP,Supporting Participation in the South Asia Subregional Economic Cooperation Trade Facilitation Program,JFPR,,E,,,1500,08 Jul 2013,,,09/02/2013,07/08/2013,NEP,SARD,SARC,Single Donor,CD,E,C,,3500,Industry and Trade,3511,Industry and Trade Sector Development,,Regional Cooperation and Integration,Capacity Development,,,Crossborder Infrastructure,Institutional Development,,,,,,
JFPR,JFPR,2013,8456,,46496-001,MYA,Transformation of Urban Management,JFPR,,E,,,2000,26 Mar 2013,,,09/20/2013,03/26/2013,MYA,SERD,SEUW,Single Donor,CD,E,C,,3800,Water and Other Municipal Infrastructure and Services,3801,Water Supply and Sanitation,,Economic Growth,Environmental Sustainability,Capacity Development,,Promoting Economic Efficiency and Enabling Business environment,Urban Environmental Improvement,Institutional Development,,,,,
JFPR,JFPR,2013,8458,,47144-001,REG,Mitigation of Hazardous Waste Contamination in Urban Areas: Supporting Inclusive Growth,JFPR,,E,,,1500,01 Aug 2013,,,09/17/2013,08/01/2013,REG,SERD,SEUW,Single Donor,R-CD,E,C,,3900,Multisector,3900,Multisector,,Social Development,Environmental Sustainability,Regional Cooperation and Integration,Governance,Other vulnerable groups,Urban Environmental Improvement,Other Regional Public Goods,"Civil Society Participation,Public Administration (National,Decentralized,Regional)",,,,
JFPR,JFPR,2013,8466,,47007-001,MON,Strengthening the Health Insurance System,JFPR,,E,,,1500,01 Aug 2013,,,09/25/2013,08/01/2013,MON,EARD,EASS,Single Donor,CD,E,C,,3400,Health and Social Protection,3411,Health Finance,,Social Development,,,,Human Development,,,,,,,
JFPR,JFPR,2013,8467,,47039-001,MON,Ulaanbaatar Urban Planning Improvement,JFPR,,E,,,1500,23 May 2013,,,10/01/2013,05/23/2013,MON,EARD,EASS,Single Donor,CD,E,C,,3900,Multisector,3900,Multisector,,Capacity Development,Economic Growth,Governance,Social Development,"Institutional Development,Organizational Development",Promoting Economic Efficiency and Enabling Business environment,"Public Administration (National,Decentralized,Regional),Civil Society Participation",Human Development,,,,
JFPR,JFPR,2013,8468,,46166-001,IND,Capacity Building for Supporting Human Capital Development in Meghalaya,JFPR,,E,,,2000,22 Nov 2012,,,09/27/2013,11/22/2012,IND,SARD,SAHS,Single Donor,CD,E,C,,3100,Education,3105,Technical Education and Vocational Skills Training,,Social Development,Private Sector Development,Capacity Development,,Human Development,,Institutional Development,,,,,
JFPR,JFPR,2013,8478,,46511-001,KIR,Enhancing Economic Competitiveness through State-Owned Enterprise Reform,JFPR,,E,,,800,27 Aug 2013,,,10/08/2013,08/27/2013,KIR,PARD,SPSO,Single Donor,CD,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Private Sector Development,Capacity Development,,Promoting macroeconomic stability,Private Sector Investment,Organizational Development,,,,,
JFPR,JFPR,2013,8493,,46441-001,PHI,Climate Resilience and Green Growth in Critical Watersheds,JFPR,,E,,,1750,01 Feb 2013,,,10/25/2013,02/01/2013,PHI,SERD,SEER,Single Donor,CD,E,C,,3900,Multisector,3900,Multisector,,Environmental Sustainability,Economic Growth,Social Development,Capacity Development,"Urban Environmental Improvement,Global And Regional Transboundary Environmental Issues,Environmental Policy And Legislation","Knowledge,Science,And Technological Capacities",Disaster Risk Management,Institutional Development,,,,
JFPR,JFPR,2013,8517,,46506-001,REG,Implementing the Pacific Regional Audit Initiative (Phase 2),JFPR,,E,,,1300,27 Aug 2013,,,11/25/2013,08/27/2013,REG,PARD,PAUS,Single Donor,R-CD,E,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,Regional Cooperation and Integration,Governance,Capacity Development,,Other Regional Public Goods,Economic and Financial governance,"Institutional Development,Organizational Development",,,,,
JFPR,JFPR,2013,8525,,47150-001,MLD,Enhancing Tax Administration Capacity,JFPR,,E,,,850, ,,,12/04/2013,,MLD,SARD,SAPF,Single Donor,CD,E,C,,3600,Public Sector Management,3601,Public Administration,,Capacity Development,Economic Growth,Governance,,Organizational Development,Promoting macroeconomic stability,"Public Administration (National,Decentralized,Regional)",,,,,
JFPR,JFPR,2013,8546,,46535-002,TAJ,Strengthening Private Sector Participation in Technical and Vocational Education and Training,JFPR,,E,,,700, ,,,12/10/2013,,TAJ,CWRD,CWPF,Single Donor,PP,E,C,,3100,Education,"3102, 3105","Non-Formal Education, Technical Education and Vocational Skills Training",,Economic Growth,Social Development,Private Sector Development,Capacity Development,Promoting Economic Efficiency and Enabling Business environment,Human Development,,Institutional Development,,,,
JFPR,JFPR,2013,8557,,47099-001,TAJ,Investment Climate Reforms,JFPR,,E,,,1000, ,,,12/13/2013,,TAJ,CWRD,CWPF,Single Donor,PA,E,C,,3900,Multisector,3900,Multisector,,Economic Growth,Private Sector Development,Capacity Development,Gender Equity,"Promoting Economic Efficiency and Enabling Business environment,Widening Access To Markets and Economic Opportunities,Knowledge,Science,And Technological Capacities",,Institutional Development,Gender Equity In (Economic) Opportunities,,,,
JFPR,JFPR,2013,8560,,47179-003,MON,Tuul River Improvement,JFPR,,E,,,1000, ,,,12/13/2013,,MON,EARD,EAER,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,"3011, 3013","Irrigation, Drainage, and Flood Protection, Water-Based Natural Resources Management",,Environmental Sustainability,Capacity Development,,,"Natural Resources Conservation,Environmental Policy And Legislation",Institutional Development,,,,,,
JFPR,JFPR,2013,8584,,47082-001,REG,Coordinated Border Management for Results in Central Asia Regional Economic Cooperation,JFPR,,E,,,1250, ,,,12/16/2013,,REG,EARD,EAPF,Single Donor,R-CD,E,C,,3500,Industry and Trade,3504,Trade and Services,,Regional Cooperation and Integration,Economic Growth,Capacity Development,,Trade and Investments,Promoting Economic Efficiency and Enabling Business environment,Institutional Development,,,,,
JFPR,JFPR,2013,8585,,47081-001,REG,Aligning Customs Trade Facilitation Measures with Best Practices in Central Asia Regional Economic Cooperation,JFPR,,E,,,1250, ,,,12/16/2013,,REG,EARD,EAPF,Single Donor,R-CD,E,C,,3500,Industry and Trade,3504,Trade and Services,,Regional Cooperation and Integration,Economic Growth,Capacity Development,,Trade and Investments,Promoting Economic Efficiency and Enabling Business environment,Institutional Development,,,,,
JFPR,JFPR,2013,8586,,46026-001,REG,Facilitation of Regional Transit Trade in Central Asia Regional Economic Cooperation,JFPR,,E,,,1500, ,,,12/16/2013,,REG,EARD,EAPF,Single Donor,R-PA,E,C,,3500,Industry and Trade,3504,Trade and Services,,Regional Cooperation and Integration,Economic Growth,Capacity Development,,Trade and Investments,Promoting Economic Efficiency and Enabling Business environment,Institutional Development,,,,,
JFPR,JFPR,2013,8590,,47142-001,PHI,Enhancing Capacities for the KALAHIﾖCIDSS National Community-Driven Development,JFPR,,E,,,1500, ,,,12/18/2013,,PHI,SERD,SEHS,Single Donor,CD,E,C,,3900,Multisector,3900,Multisector,,Social Development,Capacity Development,Governance,Gender Equity,Human Development,Organizational Development,"Public Administration (National,Decentralized,Regional)",Gender Equity In Empowerment And Rights,,,,
JFPR,JFPR,2013,8592,,47180-001,VIE,Improving Payment for Forest Ecosystem Service Implementation,JFPR,,E,,,1500, ,,,12/16/2013,,VIE,SERD,VRM,Single Donor,CD,E,C,,3000,Agriculture and Natural Resources,"3004,3012","Forestry,Land-Based Natural Resources Management",,Environmental Sustainability,,,,"Natural Resources Conservation,Environmental Policy And Legislation",,,,,,,
JFPR,JFPR,2014,8623,,46463-002,BHU,Adapting to Climate Change through Integrated Water Resources Management,JFPR,,J,,,1500,28 Nov 2013,,,02/28/2014,11/28/2013,BHU,SARD,SAER,Single Donor,CD,J,C,,3000,Agriculture and Natural Resources,"3011, 3013","Irrigation, Drainage, and Flood Protection, Water-Based Natural Resources Management",,Environmental Sustainability,Economic Growth,Governance,Capacity Development,"Natural Resources Conservation,Environmental Policy And Legislation","Knowledge,Science,And Technological Capacities","Public Administration (National,Decentralized,Regional)","Institutional Development,Organizational Development",,,,
JFPR,JFPR,2014,8626,,46461-001,IND,Capacity Building of the National Skill Development Agency,JFPR,,E,,,1500,16 Jan 2014,,,03/07/2014,01/16/2014,IND,SARD,SAHS,Single Donor,CD,E,C,,3100,Education,3105,Technical Education and Vocational Skills Training,,Capacity Development,Social Development,,,Institutional Development,Human Development,,,,,,
JFPR,JFPR,2014,8634,,47227-001,MYA,Skills Development for Inclusive Growth,JFPR,,E,,,2000,24 Feb 2014,,,04/02/2014,02/24/2014,MYA,SERD,SEHS,Single Donor,CD,E,C,,3100,Education,3105,Technical Education and Vocational Skills Training,,Social Development,Economic Growth,Gender Equity,Capacity Development,Human Development,Widening Access To Markets and Economic Opportunities,Gender Equity In (Human) Capabilities,Institutional Development,,,,
JFPR,JFPR,2014,8640,,47149-001,REG,Enhancing Transparancy and Exchange of Information for Tax Purposes,JFPR,,E,,,820,22 Nov 2013,,,04/22/2014,11/22/2013,REG,SDCC,SDGG,Single Donor,R-CD,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Governance,,,,,,,,,,,
JFPR,JFPR,2014,8649,,46343-002,MON,Energy Efficiency and Urban Environment Improvement Project,JFPR,,E,,,2000,14 May 2013,,,05/12/2014,05/14/2013,MON,EARD,EAEN,Single Donor,PP,E,C,,3200,Energy,3211,Electricity Transmission and Distribution,,Environmental Sustainability,,,,,,,,,,,
JFPR,JFPR,2014,8650,,47230-001,PHI,Strengthening Evaluation and Fiscal Cost Management of PublicﾖPrivate Partnerships,JFPR,,E,,,2000,24 Feb 2014,,,05/15/2014,02/24/2014,PHI,SERD,SEPF,Single Donor,CD,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Private Sector Development,,,,,,,,,,,
JFPR,JFPR,2014,8651,,47268-001,MYA,Strengthening Institutions for a Better Investment Climate,JFPR,,E,,,1500,24 Feb 2014,,,05/14/2014,02/24/2014,MYA,SERD,SEPF,Single Donor,CD,E,C,,3500,Industry and Trade,3511,Industry and Trade Sector Development,,Economic Growth,Private Sector Development,,,Promoting Economic Efficiency and Enabling Business environment,Policy reforms,,,,,,
JFPR,JFPR,2014,8654,,48142-001,REG,Supporting the Use of Carbon Financing from New Carbon Market Mechanisms to Promote Green Growth in Asia and the Pacific,JFPR,,E,,,1500,22 Nov 2013,,,05/23/2014,11/22/2013,REG,SDCC,SDCD,Single Donor,R-CD,E,C,,3900,Multisector,3900,Multisector,,,,,,,,,,,,,
JFPR,JFPR,2014,8657,,47128-001,MYA,Off-Grid Renewable Energy Demonstration ,JFPR,,E,,,2000,24 Feb 2014,,,05/23/2014,02/24/2014,MYA,SERD,SEEN,Single Donor,CD,E,C,,3200,Energy,"3203, 3215","Renewable Energy, Energy Sector Development",,Private Sector Development,Governance,Capacity Development,Environmental Sustainability,,,,,,,,
JFPR,JFPR,2014,8669,,46230-001,CAM,Strengthening Coordination for Management of Disasters,JFPR,,E,,,2000,03 Apr 2014,,,06/17/2014,04/03/2014,CAM,SERD,CARM,Single Donor,CD,E,C,,3600,Public Sector Management,3604,Decentralization,,,,,,,,,,,,,
JFPR,JFPR,2014,8674,,46502-001,REG,Trade and Transport Facilitation in the Pacific,JFPR,,E,,,2000,24 Feb 2014,,,06/30/2014,02/24/2014,REG,PARD,PATE,Single Donor,CD,E,C,,3700,Transport and ICT,3712,Transport Management and Policies,,Economic Growth,Governance,,,,,,,,,,
JFPR,JFPR,2014,8688,,41544-087,KGZ,Strengthening the Enabling Environment for Public-Private Partnerships,JFPR,,E,,,1000,16 Jan 2014,,,07/21/2014,01/16/2014,KGZ,CWRD,CWPF,Single Donor,CD,E,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,,,,,,,,,,,,
JFPR,JFPR,2014,8693,,47208-001,REG,Food Security and Resilience of the Association of Southeast Asian Nations Member States to Food Price Volatility,JFPR,,E,,,800,21 Apr 2014,,,07/11/2014,04/21/2014,REG,SDCC,SDCC-AR,Single Donor,R-RD,E,C,,3000,"Agriculture, Natural Resources and Rural Development",3014,Agriculture and Rural Sector Development,,,,,,,,,,,,,
JFPR,JFPR,2014,8698,,47140-001,VIE,Second Secondary Education Sector Development Program,JFPR,,E,,,1000, ,,,08/13/2014,,VIE,SERD,SEHS,Single Donor,PP,E,C,,3100,Education,3113,Education Sector Development,,,,,,,,,,,,,
JFPR,JFPR,2014,8707,,46191-001,REG,Strengthening Trade Facilitation in the Greater Mekong Subregion through Partnerships with the Private Sector,JFPR,,E,,,1500,21 Apr 2014,,,08/22/2014,04/21/2014,REG,SERD,SERC,Single Donor,R-PA,E,C,,3500,Industry and Trade,3504,Trade and Services,,,,,,,,,,,,,
JFPR,JFPR,2014,8709,,46192-001,REG,Strengthening Institutional Knowledge and Capacity of Customs Administrations for Trade Facilitation within the Association of Southeast Asian Nations,JFPR,,E,,,1500,21 Apr 2014,,,08/22/2014,04/21/2014,REG,SERD,SERC,Single Donor,R-CD,E,C,,3500,Industry and Trade,3504,Trade and Services,,,,,,,,,,,,,
JFPR,JFPR,2014,8712,,46175-001,BHU,Institutional Strengthening for Skills Development,JFPR,,E,,,750,03 Jun 2014,,,09/01/2014,06/03/2014,BHU,SARD,SAHS,Single Donor,CD,E,C,,3100,Education,3105,Technical Education and Vocational Skills Training,,,,,,,,,,,,,
JFPR,JFPR,2014,8718,,48140-001,PHI,Strengthening Treasury Operations and Capital Market Reform,JFPR,,E,,,500,21 Apr 2014,,,09/17/2014,04/21/2014,PHI,SERD,SEPF,Single Donor,CD,E,C,,3300,Finance,"3315,3311","Finance Sector Development,Money and Capital Markets",,,,,,,,,,,,,
JFPR,JFPR,2014,8726,,47157-001,VIE,Implementation of Civil Service Reform Plan,JFPR,,E,,,1000, ,,,09/23/2014,,VIE,SERD,VRM,Single Donor,CD,E,C,,3600,Public Sector Management,3601,Public Administration,,,,,,,,,,,,,
JFPR,JFPR,2014,8732,,46256-001,REG,Enhancing Capacity of Sanitary and Phytosanitary Arrangements to Facilitate Trade in the Greater Mekong Subregion,JFPR,,E,,,2000,21 Apr 2014,,,10/02/2014,04/21/2014,REG,SERD,SEPF,Single Donor,CD,E,C,,3500,Industry and Trade,3504,Trade and Services,,,,,,,,,,,,,
JFPR,JFPR,2014,8736,,47019-001,REG,South Asian Association for Regional Cooperation Food Security Through Control of Transboundary Animal Diseases,JFPR,,E,,,2000,21 Apr 2014,,,10/10/2014,04/21/2014,REG,SARD,SAER,Single Donor,R-CD,E,C,,3000,"Agriculture, Natural Resources and Rural Development",,,,,,,,,,,,,,,
JFPR,JFPR,2014,8742,,47200-001,MON,Transparency and Efficiency in Public Financial Management,JFPR,,E,,,1100,27 Aug 2014,,,10/29/2014,08/27/2014,MON,EARD,EAPF,Single Donor,CD,E,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,,,,,,,,,,,,
JFPR,JFPR,2014,8760,,47334-002,IND,Capacity Building for the Additional Skill Acquisition Program,JFPR,,E,,,1500, ,,,11/19/2014,,IND,SARD,SAHS,Single Donor,CD,E,C,,3100,Education,3105,Technical and Vocational Education and Training,,,,,,,,,,,,,
JFPR,JFPR,2014,8773,,47164-001,CAM,Capacity Development for Public-Private Partnerships,JFPR,,E,,,1000,20 Dec 2013,,,11/27/2014,12/20/2013,CAM,SERD,CARM,Single Donor,CD,E,C,,3700,Transport,3712,Transport Policies and Institutional Development,,,,,,,,,,,,,
JFPR,JFPR,2014,8774,,47312-001,REG,Education and Skills for Employment in Central and West Asia,JFPR,,E,,,1000,17 Jun 2014,,,12/03/2014,06/17/2014,REG,CWRD,CWPF,Single Donor,R-CD,E,C,,3100,Education,"3105,3109","Technical and Vocational Education and Training,Secondary",,,,,,,,,,,,,
JFPR,JFPR,2014,8800,,48098-001,PAK,Balochistan Water Resources Development,JFPR,,E,,,1100,27 Aug 2014,,,12/15/2014,08/27/2014,PAK,CWRD,CWER,Single Donor,PP,E,C,,3000,"Agriculture, Natural Resources and Rural Development","3012,3015,3017","Land-Based Natural Resources Management,Irrigation,Rural Flood Protection",,,,,,,,,,,,,
JFPR,JFPR,2014,8802,,48062-002,MON,Strategic Planning for Peatlands,JFPR,,E,,,400,07 Nov 2014,,,12/12/2014,11/07/2014,MON,EARD,EAER,Single Donor,CD,E,C,,3000,"Agriculture, Natural Resources and Rural Development","3012,3004,3013","Land-Based Natural Resources Management,Forestry,Water-Based Natural Resources Management",,,,,,,,,,,,,
JFPR,JFPR,2014,8803,,42173-014,BAN,Strengthening Monitoring and Enforcement in the Meghna River for Dhaka's Sustainable Water Supply,JFPR,,J,,,1000,07 Nov 2014,,,12/12/2014,11/07/2014,BAN,SARD,SAUW,Single Donor,CD,J,C,,3800,Water and Other Urban Infrastructure and Services,3813,"Urban Policy, Institutional and Capacity Development",,,,,,,,,,,,,
