Product Approval Number,Anchor Product,Donor,Unknown,Approval Year (Date of Approval ADB),Approval Year (ADB),,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,Status Cofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
352,352,SCF-PPCR,SCF-PPCR,2013,2013,,352,45354-002,,,TAJ,Building Climate Resilience in the Pyanj River Basin,CWRD,CWER,07/25/2013,,,,,0,21.55,,,21.55,DVA,CFA/TF,Full Administration,Global Fund,Grant,,3000,Agriculture and Natural Resources,,"Irrigation, Drainage, and Flood Protection",06/06/2013,,,No,,07/25/2013,,,,,Sovereign,,,,,
357,357,SCF-PPCR,SCF-PPCR,2013,2013,,0357/0358,44214-024,,,NEP,Building Climate Resilience of Watersheds in Mountain Eco-Regions,SARD,SAER,09/23/2013,,,,,0,23.54,,,23.54,DVA,CFA/TF,Full Administration,Global Fund,Grant,,3000,Agriculture and Natural Resources,,"Land-Based Natural Resources Management, Water-Based Natural Resources Management",,,,No,,09/23/2013,,,,Under Administration,Sovereign,,,,,
378,378,SCF-PPCR,SCF-PPCR,2013,2013,,378,46351-002,,,TON,Climate Resilience Sector,PARD,SPSO,12/09/2013,,,,,0,19.25,,,19.25,DVA,CFA/TF,Full Administration,Global Fund,Grant,,3900,Multisector,3900,Multisector,,,,No,,12/09/2013,,,,Under Administration,Sovereign,,,,,
426,426,SCF-PPCR,SCF-PPCR,2015,2015,,426,40253-033,,,CAM,Greater Mekong Subregion Biodiversity Conservation CorridorsﾗAdditional Financing,SERD,SEER,03/13/2015,,,,,0,7.4,,,7.4,DVA,PS,Full Administration,Global Fund,Grant,,3000,"Agriculture, Natural Resources and Rural Development",,,,,,,,03/13/2015,,,,,Sovereign,,,,,
447,447,SCF-PPCR,SCF-PPCR,2015,2015,,447,46495-002,,,PNG,Building Climate Resilience to Climate Change in Papua New Guinea,PARD,PATE,10/21/2015,,,,,0,24.25,,,24.25,DVA,PS,Full Administration,Global Fund,Grant,,3600,Public Sector Management,,,07/10/2015,,,No,,10/21/2015,,,,Approved,Sovereign,,,,,
278,2839,SCF-PPCR,SCF-PPCR,2011,2011,,2839/G0278/8254,43309,,,CAM,Provincial Roads Improvement,SERD,SETC,12/16/2011,,,,,0,7,,,7,DVA,CFA/TF,Full Administration,Global Fund,Grant,,3700,Transport and ICT,,Road Transport,,,,No,,12/16/2011,08/02/2012,,,,Sovereign,,,,,
8254,2839,SCF-PPCR,SCF-PPCR,2011,2011,,2839/G0278/8254,43309-013,,,CAM,Provincial Roads Improvement,SERD,SETC,12/16/2011,,,,,0,,10,,10,DVA,,Full Administration,Global Fund,Loan,,3700,Transport and ICT,,Road Transport,11/02/2011,,,No,,12/16/2011,08/02/2012,,,,Sovereign,,,,,
310,2913,SCF-PPCR,SCF-PPCR,2012,2012,,2913/0310/8258,45084-002,,,BAN,Coastal Climate-Resilient Infrastructure,SARD,SAER,09/28/2012,,,,,0,10,,,10,DVA,PS,Full Administration,Global Fund,Grant,,3700,Transport and ICT,,,,,,No,,09/28/2012,,,,Under Administration,Sovereign,,,,,"DR 2012. para in SARD section on New Joint Initiatives, pp 21."
8258,2913,SCF-PPCR,SCF-PPCR,2012,2012,,2913/0310/8258,45084-002,,,BAN,Coastal Climate-Resilient Infrastructure,SARD,SAER,09/28/2012,,,,,0,,20,,20,DVA,PS,Full Administration,Global Fund,Loan,,3700,Transport and ICT,,,,,,No,,09/28/2012,,,,Under Administration,Sovereign,,,,Co-Fin 8258,"DR 2012. para in SARD section on New Joint Initiatives, pp 21."
330,2970,SCF-PPCR,SCF-PPCR,2012,2012,,2970/0330/8262,40190-013,,,CAM,Greater Mekong Subregion Flood and Drought Risk Management and Mitigation,SERD,SEER,12/12/2012,,,,,0,5.8,,,5.8,DVA,CFA/TF,Full Administration,Global Fund,Grant,,3000,Agriculture and Natural Resources,,"Irrigation, Drainage, and Flood Protection",,,,No,,12/12/2012,,,,Under Administration,Sovereign,,,,,
8262,2970,SCF-PPCR,SCF-PPCR,2012,2012,,2970/0330/8262,40190-013,,,CAM,Greater Mekong Subregion Flood and Drought Risk Management and Mitigation,SERD,SEER,12/12/2012,,,,,0,,4,,4,DVA,CFA/TF,Full Administration,Global Fund,Loan,,3000,Agriculture and Natural Resources,,"Irrigation, Drainage, and Flood Protection",,,,No,,12/12/2012,,,,,Sovereign,,,,,
335,2983,SCF-PPCR,SCF-PPCR,2012,2012,,2983/0334/0335/8265,43319-033,,,CAM,Greater Mekong Subregion Southern Economic Corridor Towns Development,SERD,SEUW,12/10/2012,,,,,0,4.4,,,4.4,DVA,PS,Full Administration,Global Fund,Grant,,3800,Water and Other Municipal Infrastructure and Services,,Water Supply and Sanitation,,,,No,,12/10/2012,,,,,Sovereign,,,,,"DR 2012. para in SERD section on New Initiatives, pp 24."
8265,2983,SCF-PPCR,SCF-PPCR,2012,2012,,2983/0334/0335/8265,43319-033,,,CAM,Greater Mekong Subregion Southern Economic Corridor Towns Development,SERD,SEUW,12/10/2012,,,,,0,,5,,5,DVA,PS,Full Administration,Global Fund,Loan,,3800,Water and Other Municipal Infrastructure and Services,,Water Supply and Sanitation,,,,No,,12/10/2012,,,,,Sovereign,,,,,"DR 2012. para in SERD section on New Initiatives, pp 24."
350,3006,SCF-PPCR,SCF-PPCR,2013,2013,,3006/3007/0349/0350/8271,44321-013,,,CAM,Climate-Resilient Rice Commercialization Sector Development Program,SERD,SEER,06/27/2013,,,,,0,4.5,,,4.5,DVA,CFA/TF,Full Administration,Global Fund,Grant,,3000,Agriculture and Natural Resources,,Land-Based Natural Resources Management,,,,No,,06/27/2013,,,,,Sovereign,,,,,
8271,3006,SCF-PPCR,SCF-PPCR,2013,2013,,3006/3007/0349/0350/8271,44321-013,,,CAM,Climate-Resilient Rice Commercialization Sector Development Program,SERD,SEER,06/27/2013,,,,,0,,5,,5,DVA,CFA/TF,Full Administration,Global Fund,Loan,,3000,Agriculture and Natural Resources,,Land-Based Natural Resources Management,,,,No,,06/27/2013,,,,,Sovereign,,,,,
394,3133,SCF-PPCR,SCF-PPCR,2014,2014,,3133/0394/0395/8284,44212-013,,,BAN,Coastal Towns Environmental Infrastructure,SARD,SAUW,06/27/2014,,,,,0,10.4,,,10.4,DVA,PS,Full Administration,Global Fund,Grant,,3800,Water and Other Municipal Infrastructure and Services,,,12/24/2013,,,No,,06/27/2014,,,,,Sovereign,,,,,
8284,3133,SCF-PPCR,SCF-PPCR,2014,2014,,3133/0394/0395/8284,44212-013,,,BAN,Coastal Towns Environmental Infrastructure,SARD,SAUW,06/27/2014,,,,,0,,30,,30,DVA,PS,Full Administration,Global Fund,Loan,,3800,Water and Other Municipal Infrastructure and Services,,,12/24/2013,,,No,,06/27/2014,,,,,Sovereign,,,,,
467,3151,SCF-PPCR,SCF-PPCR,2015,2015,,3151/401-2/466-7/8299-300,42334-014,,,CAM,Rural Roads Improvement IIﾗAdditional Financing,SERD,SETC,12/08/2015,,,,,0,9,,,9,DVA,PS,Full Administration,Global Fund,Grant,,3700,Transport,,,,,,No,,12/08/2015,,,,Approved,Sovereign,,,,,
8300,3151,SCF-PPCR,SCF-PPCR,2015,2015,,3151/401-2/466-7/8299-300,42334-014,,,CAM,Rural Roads Improvement IIﾗAdditional Financing,SERD,SETC,12/08/2015,,,,,0,,7,,7,DVA,PS,Full Administration,Global Fund,Loan,,3700,Transport,,,,,,No,,12/08/2015,,,,Approved,Sovereign,,,,,
8287,3158,SCF-PPCR,SCF-PPCR,2014,2014,,3158/8287,48901-014,,,REG,Spice Value Chain Development Project,PSOD,PSIF1,09/04/2014,,,,,0,,5,,5,DVA,PS,Full Administration,Global Fund,Loan,,3000,"Agriculture, Natural Resources and Rural Development",,"Agriculture Production, Agro-industry, Marketing, and Trade",,,,No,,09/04/2014,,,,,Sovereign,,,,,
454,3311,SCF-PPCR,SCF-PPCR,2015,2015,,3311/0454/8295,42285-013,,,CAM,Integrated Urban Environmental Management in the Tonle Sap Basin,SERD,SEUW,11/10/2015,,,,,0,5,,,5,DVA,PS,Full Administration,Global Fund,Grant,,3800,Water and Other Urban Infrastructure and Services,,,10/30/2015,,,No,,11/10/2015,,,,Approved,Sovereign,,,,,
8295,3311,SCF-PPCR,SCF-PPCR,2015,2015,,3311/0454/8295,42285-013,,,CAM,Integrated Urban Environmental Management in the Tonle Sap Basin,SERD,SEUW,11/10/2015,,,,,0,,5,,5,DVA,PS,Full Administration,Global Fund,Loan,,3800,Water and Other Urban Infrastructure and Services,,,10/30/2014,,,No,,11/10/2015,,,,Approved,Sovereign,,,,,
410,409,SCF-SREP,SCF-SREP,2014,2014,,0409/0410/0429,46122-003,,,MLD,Preparing Outer Islands for Sustainable Energy Development,SARD,SAEN,09/29/2014,,,,,0,12,,,12,DVA,PS,Full Administration,Global Fund,Grant,,3200,Energy,,"Conventional Energy Generation, Renewable Energy ﾖ Solar, Energy Efficiency and Conservation",,,,No,,09/29/2014,,,,,Sovereign,,,,,
398,3139,SCF-SREP,SCF-SREP,2014,2014,,3139/0397/0398,44219-014,,,NEP,South Asia  Subregional Economic Cooperation Power System Expansion,SARD,SAEN,07/04/2014,,,,,0,11.2,,,11.2,DVA,PS,Full Administration,Global Fund,Grant,,3200,Energy,,"Renewable Energy, Electricity Transmission and Distribution",05/09/2014,,,No,,07/04/2014,,,,,Sovereign,,,,,
128,2474,Spanish Cooperation Fund for Technical Assistance,Spain,2008,2008,,2474/0128,38301,,,PRC,Dryland Sustainable Agriculture,EARD,,11/25/2008,,,,,0,0.35,,,0.35,DVA,,Full Administration,Bilateral,Grant,OCR,3000,Agriculture and Natural Resources,,,,,,,,11/25/2008,05/19/2009,,,,Sovereign,,,, PIGGYBACKED TO PRC-2474; AMOUNT CANCELLED/WITHDRAWN BY SPAIN; GRANT NOT REMOVED FROM APPROVALS DBASE BEC. GRANT WAS SIGNED AND DECLARED EFFECTIVE ,
,1581,Sida,Sweden,1997,1997,,1581,28023,,,BAN,Third Rural Infrastructure Development,SARD,SAAE,11/20/1997,,,,,0,,7.1,,7.1,DVA,PS,Full Administration,Bilateral,Loan,ADF,3900,Multisector,3900,,,,,,,11/20/1997,07/01/1998,,07/01/2005,,Sovereign,HS,,,"Ref 2Feb06 BRM memo. Final cancellation of undisbursed loan amt of SKR1,565,254.82 lcd 26Oct05. Adj $7.2 to 7.1.",
4007,1953,Sida,Sweden,2002,2002,,1953/4007(L)/4008(L),35274,,,CAM,Commune Council Development,SERD,SEGF,12/03/2002,,,,,0,3,,,3,DVA,,Full Administration,Bilateral,Grant,ADF,3600,Public Sector Management,,,,,,,,12/03/2002,03/13/2003,,11/29/2007,,Sovereign,Highly Successful,,,old remarks: Sida grant approved (29-Apr-05). Adj Dec06 ($0.57) added to 2002 anchor loan.  Del MBT: Sida grant adjusted from 3.57 to 3.00; 0.57 additional cofinancing encoded as supplementary cof in 29 Apr 2005 for accuracy,
4007,1953,Sida,Sweden,2005,2005,,1953/4007(L)/4008(L),35274,,,CAM,Commune Council Development (Supplementary),SERD,SEGF,04/29/2005,,,,,0,0.57,,,0.57,DVA,PS,Full Administration,Bilateral,Grant,ADF,3600,Public Sector Management,,,,,,Yes,,04/29/2005,,,,,Sovereign,Highly Successful,,,,
4209(L),2015,Sida,Sweden,2003,2003,,2015/4209(L),30216,,,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0,29,,,29,DVA,PS,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,11/03/2003,04/19/2004,,07/19/2012,,Sovereign,Successful,,,") ADB admin. SEK250,000,000","DR 2009, Case Study: Improving Primary Education in Bangladesh, pp 14-15"
4314 (L),2076,Sida,Sweden,2004,2004,,2076/4314(L),37115,,,VIE,Health Care in the Central Highlands,SERD,SESS,01/09/2004,,,,,0,5.58,,,5.58,DVA,PS,Full Administration,Bilateral,Grant,ADF,3400,Health and Social Protection,,,,,,,,01/09/2004,08/30/2004,,12/05/2011,,Sovereign,Succesful,,,Approved by Sida on 4-May-2004.,
39,2156,Sida,Sweden,2005,2005,,2156/0038/0039,38625,,,BAN,Emergency Flood Damage Rehabilitation,SARD,BRM,01/20/2005,,,,,0,14.7,,,14.7,DVA,PS,Full Administration,Bilateral,Grant,ADF,3900,Multisector,3900,,,,,,,01/20/2005,05/02/2005,,12/13/2007,,Sovereign,Highly Successful,Successful,, - do -,
13,2168,Sida,Sweden,2005,2005,,2168/7/13/75/0193,36601-013,,,SRI,North East Community Restoration and Development II,SARD,SLRM,04/14/2005,,,,,0,5.9,,,5.9,DVA,PS,Full Administration,Bilateral,Grant,ADF,3900,Multisector,3900,,,,,,,04/14/2005,07/28/2005,,,,Sovereign,Successful,,,[ADF Loan - $26; ADF Grant - $14 Grant No. 007] SKr 40 m for the rehab of provincial & rural roads in the North East.,
9,2172,Sida,Sweden,2005,2005,,2172/0008/0009/0010,36296,,,BAN,Second Urban Primary Health Care,SARD,SASS,05/31/2005,,,,,0,5,,,5,DVA,PS,Full Administration,Bilateral,Grant,ADF,3400,Health and Social Protection,,,,,,,,05/31/2005,07/01/2005,,,,Sovereign,Highly Successful,,,SWE Grant #0009,"DR 2011. Case Study Briefs: Grant cofinancing, pp 17."
323,2695,Sida,Sweden,2012,2012,,2695/0323,39298-013,,,BAN,City Region Development - Additional Financing,SARD,SAUW,11/08/2012,,,,,0,13,,,13,DVA,PS,Full Administration,Bilateral,Grant,,3800,Water and Other Municipal Infrastructure and Services,,,,,,Yes,,11/08/2012,,,,,Sovereign,,,,,
298,2878,Sida,Sweden,2012,2012,,2878/0298,42177-013,,,BAN,Urban Primary Health Care Services Delivery,SARD,SAHS,07/18/2012,,,,,0,20,,,20,DVA,PS,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,06/19/2012,,,No,,07/18/2012,,,,,Sovereign,,,,,
3899(L),1881,SDC,Switzerland,2008,2008,,1881/3899(L),31309,,,BAN,Post-Literacy and Continuing Education (Supplementary),SARD,SASS,07/01/2008,,,,,0,2.5,,,2.5,DVA,PS,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,Yes,,07/01/2008,06/28/2002,,,,Sovereign,,,,Anchor loan approved in 2001. Additional cfg from SDC grant #3899(L) p/b to BAN 1881 and suppl to 3899(L) cf by DFID for $12m app 12Jul02,
3899(L),1881,SDC,Switzerland,2009,2009,,1881/3899(L),31309,,,BAN,Post-Literacy and Continuing Education (Supplementary) 2,SARD,SASS,06/10/2009,,,,,0,2.5,,,2.5,DVA,PS,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,06/10/2009,06/28/2002,,,,Sovereign,,,, PIGGYBACKED TO BAN-1881 LOAN APPROVED 13 DEC 2001 AND SUPPLEMENTARY TO BAN-3899(L)GRANT COFINANCED BY DFID FOR $12.0 MILLION APPROVED 12 JUL 2002 AND $2.50 MILLION BY SWITZERLAND APPROVED 1 JUL 2008 ,
56,2259,SDC,Switzerland,2006,2006,,2259/0056/8229,35297,,,LAO,Northern Region Sustainable Livelihoods through Livestock Development,SERD,SEAE,09/29/2006,,,,,0,3.5,,,3.5,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,09/29/2006,06/28/2007,,,,Sovereign,,,,Grant #0056(SWI). ADB admin grant for Sustainable Upland Livelihoods Dev.,
140,2425,SDC,Switzerland,2008,2008,,2425/0140,39408,,,BAN,Skills Development,SARD,SANS,12/17/2008,,,,,0,6,,,6,DVA,PS,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,12/17/2008,11/20/2008,,,,Sovereign,,,,SDC not listed in the RRP. Paper on Major change in proj implementation app 17Dec08 - SDC financing. RRP dated 06-Jun-2008,
391,3131,SDC,Switzerland,2014,2014,,3131/0391,42466-015,81,,BAN,Skills for Employment Investment Program ﾖ Tranche 1,SARD,SAHS,06/03/2014,,,,,0,10,,,10,DVA,PS,Full Administration,Bilateral,Grant,,3100,Education,,Technical Education and Vocational Skills Training,,,,No,,06/03/2014,,,,,Sovereign,,,,,
60,2269,Trust Fund for Forests,Trust Fund for Forests,2006,2006,,2269/0060,34341,,,VIE,Forests for Livelihood Improvement in the Central Highlands Sector,SERD,SEAE,10/26/2006,,,,,0,8,,,8,DVA,PS,Full Administration,Multilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,10/26/2006,06/08/2007,,,,Sovereign,,,,"TFF = Trust Fund for Forests (FIN, NET, SWE, SWI). TFF grant #0060.",
472,3100,TYMTF,TYMTF,2016,2016,,3100/0472,46420-002,,,PHI,KALAHI-CIDSS National Community-Driven Development,SERD,SEHS,03/04/2016,,,,,0,5,,,5,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3100,Education,,,07/03/2015,,,Yes,,03/04/2016,,,,Approved,Sovereign,,,,,
455,3316,UFPF-UCCRTF,UFPF-UCCRTF,2015,2015,,3316/0455,47127-002,,,MYA,Mandalay Urban Services Improvement,SERD,SEUW,11/12/2015,,,,,0,4,,,4,DVA,FPF,Full Administration,Multi-Donor Trust Fund,Grant,,3800,Water and Other Urban Infrastructure and Services,"3814, 3817, 3821, 3812",Urban Water Supply,,,,No,,11/12/2015,,,,Approved,Sovereign,,,,,
462,3340,UFPF-UCCRTF,UFPF-UCCRTF,2015,2015,,3340/0462,43237-013,,,VIE,Urban Environment and Climate Change Adaptation,SERD,SEUW,11/27/2015,,,,,0,4,,,4,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3800,Water and Other Urban Infrastructure and Services,"3816, 3813, 3814, 3812",Urban Sewerage,,,,No,,11/27/2015,,,,Approved,Sovereign,,,,,
314,2931,UFPF-UEIF,UFPF-UEIF,2012,2012,,2931/G0313-0314,43319-022,,,LAO,Greater Mekong Subregion East-West Economic Corridor Towns Development,SERD,SEUW,11/06/2012,,,,,0,0.64,,,0.64,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3800,Water and Other Municipal Infrastructure and Services,,Water Supply and Sanitation,,,,No,,11/06/2012,,,,,Sovereign,,,,0.638,
329,2969,UFPF-UEIF,UFPF-UEIF,2012,2012,,2969/0329,43319-043,,,VIE,Greater Mekong Subregion Corridor Towns Development,SERD,SEUW,12/12/2012,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3800,Water and Other Municipal Infrastructure and Services,,Water Supply and Sanitation,,,,No,,12/12/2012,,,,,Sovereign,,,,,
334,2983,UFPF-UEIF,UFPF-UEIF,2012,2012,,2983/0334/0335/8265,43319-033,,,CAM,Greater Mekong Subregion Southern Economic Corridor Towns Development,SERD,SEUW,12/10/2012,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3800,Water and Other Municipal Infrastructure and Services,,Water Supply and Sanitation,,,,No,,12/10/2012,,,,,Sovereign,,,,,"DR 2012. para in SERD section on New Initiatives, pp 24."
380,3098,UFPF-UEIF,UFPF-UEIF,2013,2013,,3098/3099/0380,45007-004,78,,MON,Ulaanbaatar Urban Services and Ger Areas Development Investment Program ﾗ Tranche 1,EARD,EASS,12/12/2013,,,,,0,3.7,,,3.7,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3800,Water and Other Municipal Infrastructure and Services,,"Water Supply and Sanitation, Slum Upgrading and Housing, Other Municipal Services, Urban Sector Development",,,,No,,12/12/2013,,,,Under Administration,Sovereign,,,,,
399,3148,UFPF-UEIF,UFPF-UEIF,2014,2014,,3148/0399,43253-025,80,,IND,Karnataka Integrated Urban Water Management Investment Program ﾖ Tranche 1,SARD,SAUW,07/29/2014,,,,,0,1.8,,,1.8,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3800,Water and Other Urban Infrastructure and Services,,"Urban Sewerage, Urban Policy, Institutional and Capacity Development, Urban Water Supply",03/27/2014,,,No,,07/29/2014,,,,,Sovereign,,,,,
477,3389,UFPF-UEIF,UFPF-UEIF,2016,2016,,3389/0477,41665-013,,,PHI,Water District Development Sector,SERD,SEUW,04/22/2016,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3800,Water and Other Urban Infrastructure and Services,,,02/11/2013,,,No,,04/22/2016,,,,Approved,Sovereign,,,,,
170,167,DFID,U.K.,2009,2009,,0167/0170,42091,,,AFG,Water Resources Development Investment Program - Tranche 1,CWRD,CWER,10/06/2009,,,,,0,3.3,,,3.3,DVA,,Full Administration,Bilateral,Grant,ADF Grant,3000,Agriculture and Natural Resources,,,,,,,,10/06/2009,01/08/2010,,,,Sovereign,,,,,"DR 2012. line in CWRD section, pp 8."
281,280,DFID,U.K.,2011,2011,,0280/0281/0282,42094,,,AFG,Energy Sector Development Investment Program ﾖ Tranche 3,CWRD,CWEN,12/22/2011,,,,,0,20,,,20,DVA,PS,Full Administration,Bilateral,Grant,,3200,Energy,,Renewable Energy,,,,,,12/22/2011,03/20/2012,,,,Sovereign,,,,,
306,0305-0306,DFID,U.K.,2012,2012,,0305-0306/0368,36172-063,,,NEP,Strengthening Public Management Program,SARD,SAPF,09/26/2012,,,,,0,4,,,4,DVA,PS,Full Administration,Bilateral,Grant,,3600,Public Sector Management,,Decentralization,,,,No,,09/26/2012,,,,Under Administration,Sovereign,,,,,"DR 2012. para in SARD section on New Joint Initiatives, pp 21."
3785(L),1876,DFID,U.K.,2001,2001,,1876/3785(L),29472,,,NEP,Road Network Development,SARD,NRM,12/13/2001,,,,,0,9.6,,,9.6,DVA,PS,Full Administration,Bilateral,Grant,ADF,3700,Transport and ICT,,,,,,,,12/07/2001,03/11/2003,,01/11/2010,,Sovereign,Succesful,,,Adj Dec06. DFID amt from $9.6 to $8.4 ref BTOR Midterm RM 7Jul06. #3785(L). returned to $9.6 to reflect original approval,"DR 2012. line on big Development Partnership Results, pp1; para in SARD section on Partnership Results, pp 19."
3899(L),1881,DFID,U.K.,2002,2002,,1881/3899(L),31309,,,BAN,Post-Literacy and Continuing Education,SARD,SASS,07/12/2002,,,,,0,12,,,12,DVA,PS,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,07/12/2002,06/28/2002,,,,Sovereign,,,,"Untied, ADB administered. Anchor loan was approved on 13-Dec-01. Adj Dec04 from 2002 was transferred to 2001 DFID app 12Jul02.",
3800(L),1883,DFID,U.K.,2001,2001,,1883/3800(L),33301,,,VIE,Central Region Livelihood Improvement,SERD,SEAE,12/17/2001,,,,,0,16.45,,,16.45,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,12/17/2001,09/15/2002,,04/28/2010,,Sovereign,Succesful,,,"Adj Dec04  $16.40 to $16.45. ADB admin grant.  Ref 16Apr08 VRM email, cf amt $13.033. Ref PPR $3.4 was cancelled, Adj Dec08 from $16.45 to $13.033 (ref amendment to MOU 2May07). Adj 7Jun'14 to reflect approval of $16.45",
3994(L),1940,DFID,U.K.,2002,2002,,1940/G3994,32430,,,CAM,Health Sector Support,SERD,SESS,11/21/2002,,,,,0,10.36,,,10.36,DVA,,Full Administration,Bilateral,Grant,ADF,3400,Health and Social Protection,,,,,,,,11/21/2002,,,,,Sovereign,Successful,,,,
3994(L),1940,DFID,U.K.,2008,2008,,1940/G3994,32430,,,CAM,Health Sector Support (Supplementary),SERD,SESS,03/31/2008,,,,,0,1.8,,,1.8,DVA,PS,Full Administration,Bilateral,Grant,ADF,3400,Health and Social Protection,,,,,,,,03/31/2008,02/28/2003,,10/22/2009,,Sovereign,Successful,,,Additional grant financing of $1.8m from DFID 3994(L). Ref in grant financing paper,
4209(L),2015,DFID,U.K.,2003,2003,,2015/4209(L),30216,,,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0,150,,,150,DVA,PS,Full Administration,Bilateral,Grant,ADF,3100,Education,,,,,,,,11/03/2003,04/19/2004,,07/22/2012,,Sovereign,Successful,,,) ADB admin.,"DR 2009, Case Study: Improving Primary Education in Bangladesh, pp 14-15"
4505(L),2144,DFID,U.K.,2004,2004,,2144/2145/4505(L),32264,,,PAK,Punjab Devolved Social Services Program,CWRD,SASS,12/20/2004,,,,,0,30,,,30,DVA,PS,Full Administration,Bilateral,Grant,"OCR,ADF",3900,Multisector,3900,,,,,,,12/20/2004,10/27/2005,,06/05/2009,,Sovereign,Partly successful,,,ADB admin $30 million for the Program and an additional $20 m for a piggy-backed TA(#4504).,
3,2163,DFID,U.K.,2005,2005,,2163/2164/0003,34152,,,INO,Community Water Services and Health,SERD,SESS,04/07/2005,,,,,0,7.5,,,7.5,DVA,PS,Full Administration,Bilateral,Grant,OCR,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,04/07/2005,04/12/2006,,,,Sovereign,Partly Successful,,,,
10,2172,DFID,U.K.,2005,2005,,2172/0008/0009/0010,36296,,,BAN,Second Urban Primary Health Care,SARD,SASS,05/31/2005,,,,,0,25,,,25,DVA,PS,Full Administration,Bilateral,Grant,ADF,3400,Health and Social Protection,,,,,,,,05/31/2005,07/01/2005,,,,Sovereign,Highly Successful,,,UKG Grant #0010,"DR 2011. Case Study Briefs: Grant cofinancing, pp 17."
53,2254,DFID,U.K.,2006,2006,,2254/0053,36224-01,,,BAN,Second Rural Infrastructure Improvement,SARD,SANS,08/18/2006,,,,,0,56.7,,,56.7,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000,Agriculture and Natural Resources,,,,,,,,08/18/2006,,,,,Sovereign,,,,"$56.7 admin grant, $4.2 non DVA grant",
434,3121,DFID,U.K.,2015,2015,,3121/0434,40075-033,,,PAK,National Trade Corridor Highway Investment ProgramﾗTranche 2 ,CWRD,PRM,07/31/2015,,,,,0,82.4,,,82.4,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,,Road Transport (Non-Urban),,,,,,07/31/2015,,,,,Sovereign,,,,,
451,3134,DFID,"U.K.,DFID",2015,2015,,3134/0451,47281-001,,,PAK,National Highway Network Development in Balochistan,CWRD,CWTC,11/03/2015,,,,,0,72.4,,,72.4,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,,,06/25/2015,,,No,,11/03/2015,,,,Approved,Sovereign,,,,,
435,3197,DFID,U.K.,2015,2015,,3197/0435,40075-043,,,PAK,National Trade Corridor Highway Investment ProgramﾗTranche 3 ,CWRD,CWTC,07/31/2015,,,,,0,39.2,,,39.2,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,,Road Transport (Non-Urban),,,,,,07/31/2015,,,,,Sovereign,,,,,
440,3300,DFID,U.K.,2015,2015,,3300/0440,48402-001,,,PAK,National Motorway M-4 GojraﾖShorkot Section,CWRD,CWTC,09/30/2015,,,,,0,92,,,92,DVA,PS,Full Administration,Bilateral,Grant,,3700,Transport,,Road Transport (Non-Urban),06/25/2015,,,No,,09/30/2015,,,,,Sovereign,,,,"ﾣ58,850,000 in the Pres.' Recommendation. PECP MoU signed on 25 June 2015. DFID's approval to cofinance M4 received on 21 July 2015 (email ref. Saad Paracha).",
