,Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
1646,2012,8318,INO,Global Climate Partnership Fund - Indonesia Investment Program,PPTA,E,PS,Finance,Global Fund,Multidonor,450.00,CTF,12-Apr-2012,21-Dec-2012
1647,2013,6293,REG,Managing the Cities in Asia (9th Supplementary),R-RDTA,J,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"8,000.00",SECO,30-Sep-2013,02-Sep-2013
1648,2013,6422,REG,Mainstreaming Environment for Poverty Reduction (2nd Supplementary),R-CDTA,,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,74.00,PEF,09-Jul-2013,16-Jul-2013
1649,2013,6470,REG,Managing Water in Asia's River Basins: Charting Progress and Facilitating Investment (Supplementary),R-CDTA,,C,Agriculture and Natural Resources,Bilateral,Single Donor,70.00,SPA,25-Jan-2013,28-Jan-2013
1650,2013,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (5th Supplementary),R-CDTA,,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,"1,000.00",MDTF-WFPF,26-Apr-2013,07-Jun-2013
1651,2013,6501,REG,Expanding the Implementation of the Energy Efficiency Initiative in Developing Member Countries (2nd Supplementary),R-PPTA,,PS,Energy,Bilateral,Single Donor,200.00,USA,,25-Feb-2013
1652,2013,6502,REG,Regional Knowledge and Partnership Networks for Poverty Reduction and Inclusive Growth,R-CDTA,,C,Public Sector Management,Bilateral,Single Donor,400.00,PRC-PR Fund,20-Nov-2012,29-Apr-2013
1653,2013,7329,REG,Promoting Access to Renewable Energy in the Pacific (Supplementary),R-CDTA,,PS,Energy,Global Fund,Multidonor,100.00,SCF-SREP,,15-May-2013
1654,2013,7364,INO,Flood Management in Selected River Basins (Phase II) (Supplementary),PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,27-Aug-2013,13-Oct-2013
1655,2013,7459,REG,Greater Mekong Subregion Biodiversity Conservation Corridors (2nd Supplementary),R-PPTA,,PS,Agriculture and Natural Resources,Global Fund,Multidonor,150.00,GEF,07-Mar-2013,24-May-2013
1656,2013,7512,REG,Empowering the Poor through Increasing Access to Energy (6th Supplementary),R-PPTA,J,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CEF-CEFPF,15-Jul-2013,24-Oct-2013
1657,2013,7512,REG,Empowering the Poor through Increasing Access to Energy (5th Supplementary),R-PPTA,,PS,Energy,Bilateral,Single Donor,"3,980.00",NOR,12-Dec-2012,27-Mar-2013
1658,2013,7629,VIE,Capacity Building for River Basin Water Resources Planning (Supplementary),CDTA,,C,Agriculture and Natural Resources,Bilateral,Single Donor,200.00,NET-WFPF,29-Oct-2012,17-Jan-2013
1659,2013,7796,PHI,Strengthening Public-Private Partnerships in the Philippines (2nd Supplementary),CDTA,,PS,Public Sector Management,Bilateral,Single Donor,"3,000.00",CAN,05-Nov-2012,10-Jan-2013
1660,2013,7813,REG,Coastal and Marine Resources Management in the Coral Triangle - Southeast Asia (2nd Supplementary),R-PATA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,229.00,AUS,28-Jun-2013,03-Sep-2013
1661,2013,7813,REG,Coastal and Marine Resources Management in the Coral Triangle - Southeast Asia (Supplementary),R-PATA,,PS,Agriculture and Natural Resources,Global Fund,Multidonor,200.00,GEF,,19-Apr-2013
1662,2013,7883,NEP,Building Climate Resilience of Watersheds in Mountain Eco-Regions (Supplementary),PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,27-Feb-2013,12-Mar-2013
1663,2013,7914,REG,Harnessing Climate Change Mitigation Initiatives to Benefit Women (Supplementary),R-CDTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,300.00,MDTF-WFPF,01-Jul-2013,04-Sep-2013
1664,2013,7926,VIE,Water Resources Development in the Mid- and Northeast Red River Delta (Supplementary),PPTA,,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,450.00,MDTF-WFPF,27-Feb-2013,22-May-2013
1665,2013,7959,TON,Implementing Strategic Economic Management (Supplementary),CDTA,,PS,Public Sector Management,Bilateral,Single Donor,"1,325.00",AUS,06-Jun-2013,20-Jun-2013
1666,2013,7967,REG,Innovations for More Food with Less Water (Supplementary),R-RDTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,300.00,MDTF-WFPF,25-Oct-2013,13-Dec-2013
1667,2013,7984,NEP,Mainstreaming Climate Change Risk Management in Development (Supplementary),CDTA,,PS,Multisector,Multilateral,Multidonor,600.00,NDF,18-Jan-2013,06-Sep-2013
1668,2013,7987,REG,"Core Environment Program and Biodiversity Conservation Corridors Initiative in the Greater Mekong Subregion, Phase 2 (2nd Supplementary)",R-CDTA,,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"5,300.00",NDF,06-Mar-2013,25-Apr-2013
1669,2013,8003,REG,Strengthening Evaluation of Poverty Reduction Innovations,R-CDTA,,C,Multisector,Multi-Donor Trust Fund,Multidonor,500.00,FSDPF,30-Oct-2012,04-Feb-2013
1670,2013,8053,BAN,Preparing the Khilket Water Treatment Plant (Supplementary),PPTA,,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,500.00,MDTF-WFPF,01-Jul-2013,12-Aug-2013
1671,2013,8064,TIM,Second District Capitals Water Supply (Supplementary),PPTA,,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,29-Nov-2012,19-Jun-2013
1672,2013,8065,REG,Enhancing ADB's Engagement in Fragile and Conflict-Affected Situations (Supplementary),R-CDTA,,PS,Public Sector Management,Bilateral,Single Donor,121.32,AUS,16-May-2013,30-May-2013
1673,2013,8085,BAN,Support for the Third Primary Education Development Project (2nd Supplementary),CDTA,J,PS,Education,Bilateral,Single Donor,"1,150.00",CAN,,13-Dec-2013
1674,2013,8100,TUV,Institutional Strengthening of the Ministry of Finance and Economic Development (2nd Supplementary),CDTA,,PS,Public Sector Management,Multilateral,Multidonor,54.28,Commonwealth Secretariat,15-Jul-2013,20-May-2013
1675,2013,8100,TUV,Institutional Strengthening of the Ministry of Finance and Economic Development (Supplementary),CDTA,,PS,Public Sector Management,Bilateral,Single Donor,76.42,AUS,28-Jun-2012,12-Feb-2013
1676,2013,8115,PHI,Solid Waste Management Sector (Supplementary),PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,220.00,MDTF-WFPF,27-Aug-2013,22-Oct-2013
1677,2013,8116,IND,Advanced Project Preparedness for Poverty Reduction - Detailed Design for the SASEC Subregional Road Connectivity (Subproject 25) (2nd Supplementary),PPTA,,PS,Transport and ICT,Bilateral,Single Donor,430.00,UKG,,25-Oct-2013
1678,2013,8116,IND,Advanced Project Preparedness for Poverty Reduction - Detailed Design for the SASEC Subregional Road Connectivity (Subproject 25) (Supplementary),PPTA,E,PS,Transport and ICT,Bilateral,Single Donor,370.00,UKG,31-May-2013,29-May-2013
1679,2013,8128,BAN,Coastal Towns Infrastructure Improvement (Supplementary),PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,500.00,NET-WFPF,29-Nov-2012,12-Mar-2013
1680,2013,8135,PHI,Design of a Pilot Project to Improve Environmental Conditions of Estero de Paco (Supplementary),S-CDTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,220.00,MDTF-WFPF,,10-Oct-2013
1681,2013,8154,BAN,Irrigation Management Improvement Investment Program,PPTA,,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,275.00,MDTF-WFPF,29-Nov-2012,10-Apr-2013
1682,2013,8163,REG,Implementing the Greater Mekong Subregion Core Agriculture Support Program (Phase 2) (Supplementary),R-PATA,J,PS,Multisector,Multilateral,Multidonor,"5,000.00",NDF,04-Sep-2013,04-Oct-2013
1683,2013,8166,IND,Climate Adaptation through Sub-Basin Development Investment program,PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,321.00,MDTF-WFPF,25-Oct-2013,22-Nov-2013
1684,2013,8173,NEP,Supporting the Strengthening Public Management Program (Supplementary),CDTA,,PS,Public Sector Management,Multilateral,Multidonor,"2,950.00",EC,,05-Nov-2013
1685,2013,8201,PRC,Jiangxi Zhelin Lake Water Resources Integrated Utilization,PPTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,290.00,MDTF-WFPF,25-Oct-2013,26-Nov-2013
1686,2013,8225,REG,Greater Mekong Subregion Phnom Penh Plan for Development Management Phase V (Supplementary),CDTA,,C,Public Sector Management,Bilateral,Single Donor,500.00,PRC-PR Fund,20-Nov-2012,22-Jan-2013
1687,2013,8240,REG,Supporting Regional Project Development for Association of Southeast Asian Nations Connectivity (2nd Supplementary),CDTA,J,PS,Multisector,Bilateral,Single Donor,"4,300.00",CAN,,04-Dec-2013
1688,2013,8240,REG,Supporting Regional Project Development for Association of Southeast Asian Nations Connectivity (2nd Supplementary),CDTA,J,PS,Multisector,Bilateral,Single Donor,"4,500.00",International Enterprise Singapore,,04-Dec-2013
1689,2013,8240,REG,Supporting Regional Project Development for Association of Southeast Asian Nations Connectivity (Supplementary),CDTA,,C,Multisector,Special Fund,ADB,300.00,RCIF,,27-Feb-2013
1690,2013,8244,MYA,Capacity Development and Institutional Support (Supplementary),CDTA,J,PS,Multisector,Bilateral,Single Donor,300.00,NOR,,09-Dec-2013
1691,2013,8287,INO,Scaling Up Renewable Energy Access in Eastern Indonesia (Supplementary),CDTA,J,PS,Energy,Bilateral,Single Donor,"1,000.00",NOR,18-Sep-2013,25-Sep-2013
1692,2013,8303,PRC,Xinjiang Akesu Integrated Urban Development and Environment Improvement (Supplementary),PPTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,250.00,MDTF-WFPF,26-Apr-2013,19-Jun-2013
1693,2013,8314,REG,Green Cities: A Sustainable Urban Future in Southeast Asia (Supplementary),R-CDTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,150.00,MDTF-WFPF,,30-Oct-2013
1694,2013,8320,BAN,Establishing a Regulatory Framework for Urban Water Supply and Sanitation,PATA,,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,250.00,NET-WFPF,29-Nov-2012,28-Jan-2013
1695,2013,8326,INO,"Enhancing Financial Sector Governance, Risk Management, and Depth",CDTA,E,C,Finance,Bilateral,Single Donor,"1,000.00",JFPR,09-Oct-2012,24-Jan-2013
1696,2013,8327,MYA,Developing the Asset Management Program for Myanmar Roads,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,"1,365.00",JFPR,13-Aug-2012,20-Feb-2013
1697,2013,8328,AFG,Supporting the Inter-Ministerial Commission for Energy,PATA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,500.00",AITF,,22-Feb-2013
1698,2013,8329,NEP,Support for Sustainable Energy Management and Reforms,CDTA,E,C,Energy,Bilateral,Single Donor,"1,500.00",JFPR,22-Oct-2012,21-Feb-2013
1699,2013,8330,MYA,Greater Mekong Subregion East-West Economic Corridor Eindu to Kawkareik Road Improvement,PPTA,E,C,Transport and ICT,Bilateral,Single Donor,"1,500.00",JFPR,04-Sep-2012,21-Feb-2013
1700,2013,8331,INO,Sustainable Forest and Biodiversity Management in Borneo,CDTA,,C,Agriculture and Natural Resources,Special Fund,ADB,700.00,RCIF,,26-Feb-2013
1701,2013,8331,INO,Sustainable Forest and Biodiversity Management in Borneo,CDTA,,C,Agriculture and Natural Resources,Special Fund,ADB,"1,250.00",CCF,,26-Feb-2013
1702,2013,8331,INO,Sustainable Forest and Biodiversity Management in Borneo,CDTA,,PS,Agriculture and Natural Resources,Global Fund,Multidonor,"2,527.27",GEF,,26-Feb-2013
1703,2013,8334,PHI,Improving Competitiveness in Tourism,CDTA,E,PS,Industry and Trade,Bilateral,Single Donor,"7,116.90",CAN,,05-Mar-2013
1704,2013,8335,PHI,Employment Facilitation for Inclusive Growth,CDTA,E,PS,Industry and Trade,Bilateral,Single Donor,"5,591.90",Canada,,05-Mar-2013
1705,2013,8339,BAN,Third Urban Governance and Infrastructure Improvement (Sector),PPTA,,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,450.00,MDTF-WFPF,27-Feb-2013,15-Mar-2013
1706,2013,8341,VIE,Developing the Market Readiness Proposal for a Domestic Carbon Market,CDTA,E,PS,Energy,Multilateral,Multidonor,315.00,Partnership for Market Readiness Fund,13-Mar-2013,21-Mar-2013
1707,2013,8342,MYA,Power Transmission and Distribution Improvement,PPTA,E,C,Energy,Bilateral,Single Donor,"1,500.00",JFPR,23-Jan-2013,22-Mar-2013
1708,2013,8345,REG,Establishment of the Pacific Region Infrastructure Facility Coordination Office,PATA,J,PS,Multisector,Bilateral,Single Donor,"2,400.00",NZL,,27-Mar-2013
1709,2013,8345,REG,Establishment of the Pacific Region Infrastructure Facility Coordination Office,PATA,J,PS,Multisector,Bilateral,Single Donor,"8,900.00",AUS,15-May-2013,27-Mar-2013
1710,2013,8346,NEP,Third Small Towns Water Supply and Sanitation Sector,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,300.00,MDTF-WFPF,27-Feb-2013,05-Apr-2013
1711,2013,8351,IND,Advanced Project Preparedness for Poverty Reduction—Preparing the Second Power Sector Investment for Assam (Subproject 28),PPTA,E,PS,Energy,Bilateral,Single Donor,750.00,United Kingdom,,11-Apr-2013
1712,2013,8354,PHI,Supporting Capacity Development for the Bureau of Internal Revenue,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",JFPR,30-Nov-2012,12-Apr-2013
1713,2013,8356,MYA,Institutional Strengthening of National Energy Management Committee in Energy Policy and Planning,CDTA,E,C,Energy,Bilateral,Single Donor,"1,350.00",JFPR,25-Dec-2012,24-Apr-2013
1714,2013,8357,VIE,Improving Operational Performance of the Water Supply Sector,CDTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"1,100.00",NET-WFPF,02-Nov-2011,24-Apr-2013
1715,2013,8358,INO,Minimum Service Standards Capacity Development Program,CDTA,E,PS,Education,Multilateral,Multidonor,"47,030.00",EC,,24-Apr-2013
1716,2013,8359,REG,Regional Climate Projections Consortium and Data Facility in Asia and the Pacific,R-CDTA,E,C,Multisector,Bilateral,Single Donor,"1,964.00",JFPR,07-Nov-2012,24-Apr-2013
1717,2013,8360,REG,Implementation of the Strategic Program for Climate Resilience: Pacific Region,R-CDTA,E,PS,Multisector,Global Fund,Multidonor,"3,691.00",SCF-PPCR,,25-Apr-2013
1718,2013,8361,ARM,Urban Development in Secondary Cities,PATA,,C,Transport and ICT,Multi-Donor Trust Fund,Multidonor,660.00,UFPF-UEIF,,29-Apr-2013
1719,2013,8362,PNG,Strategic Program for Climate Resilience Implementation,PPTA,E,PS,Agriculture and Natural Resources,Global Fund,Multidonor,750.00,SCF-PPCR,19-Dec-2012,02-May-2013
1720,2013,8364,AZE,Renewable Energy Development (Biomass Cogeneration) ,PPTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CEF-CEFPF,13-Feb-2013,08-May-2013
1721,2013,8366,KAZ,Alternative Urban Infrastructure Financing Modalities,PATA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,"1,000.00",UFPF-UEIF,19-Jul-2012,09-May-2013
1722,2013,8367,REG,Prevention and Control of HIV/AIDS and Other Communicable Diseases in Central Asia Regional Economic Cooperation Countries,R-CDTA,,C,Health and Social Protection,Bilateral,Single Donor,300.00,PRC-PR Fund,01-Mar-2013,09-May-2013
1723,2013,8367,REG,Prevention and Control of HIV/AIDS and Other Communicable Diseases in Central Asia Regional Economic Cooperation Countries,R-CDTA,,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,"1,500.00",HIV/AIDS Fund,18-Feb-2013,09-May-2013
1724,2013,8369,REG,Innovative Data Collection Methods for Agricultural and Rural Statistics,R-CDTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"2,000.00",JFPR,22-Nov-2012,20-May-2013
1725,2013,8370,REG,Estblishment of the International Public Asset Management Company Forum,R-CDTA,E,C,Finance,Bilateral,Single Donor,500.00,EAKPF,22-Apr-2013,23-May-2013
1726,2013,8372,UZB,Samarkand Solar Power,PPTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,750.00,CEF-CEFPF,14-May-2013,29-May-2013
1727,2013,8376,UZB,Advanced Electricity Metering Project Phase 2,PPTA,J,C,Energy,Bilateral,Single Donor,250.00,FRA-AFD GMS Fund,29-Apr-2013,05-Jun-2013
1728,2013,8377,MYA,Capacity Development of the National Statistical System,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,200.00",JFPR,20-Dec-2012,06-Jun-2013
1729,2013,8378,REG,"Pacific Private Sector Development Initiative, Phase III",R-PATA,J,PS,Public Sector Management,Bilateral,Single Donor,"4,500.00",NZL,,06-Jun-2013
1730,2013,8378,REG,"Pacific Private Sector Development Initiative, Phase III",R-PATA,J,PS,Public Sector Management,Bilateral,Single Donor,"24,000.00",AUS,28-Jun-2013,06-Jun-2013
1731,2013,8382,REG,Sustainable Hydropower in Asia Publication,S-CDTA,,C,Energy,Multi-Donor Trust Fund,Multidonor,112.50,MDTF-WFPF,26-Apr-2013,28-May-2013
1732,2013,8384,REG,Evolving Linkages of the Pacific Economies,R-RDTA,,C,Multisector,Special Fund,ADB,500.00,RCIF,,17-Jun-2013
1733,2013,8385,MYA,Support for Post-Primary Education Development,PATA,,PS,Education,Bilateral,Single Donor,500.00,AUS,03-Oct-2013,19-Jun-2013
1734,2013,8386,REG,Promoting Cooperation in Sanitary and Phytosanitary Measures for Central Asia Regional Economic Cooperation,R-PATA,E,C,Multisector,Bilateral,Single Donor,500.00,PRC-PR Fund,01-Mar-2013,18-Jun-2013
1735,2013,8389,REG,Support for a Regional Platform on Innovations in Education and Human Resources Development for Competitiveness towards an Integrated ASEAN Community,R-CDTA,E,C,Education,Bilateral,Single Donor,"1,400.00",JFPR,26-Mar-2013,21-Jun-2013
1736,2013,8391,VIE,Strengthening Microfinance Sector operations and Supervision,CDTA,E,C,Finance,Bilateral,Single Donor,"1,000.00",JFPR,14-May-2013,21-Jun-2013
1737,2013,8392,REG,Provision of Knowledge Products and Services to Developing Member Countries through Systematic Knowledge Sharing,CDTA,E,C,Energy,Bilateral,Single Donor,500.00,PRC-PR Fund,20-Nov-2012,30-May-2013
1738,2013,8394,TAJ,Access to Green Finance,CDTA,E,C,Multisector,Bilateral,Single Donor,750.00,JFPR,18-Sep-2012,25-Jun-2013
1739,2013,8396,REG,Midterm Review of the Republic of Korea e-Asia and Knowledge Partnership Fund,R-CDTA,E,C,Multisector,Bilateral,Single Donor,500.00,EAKPF,05-Jun-2013,04-Jul-2013
1740,2013,8398,MYA,Design of e-Governance Master Plan and Review of Information and Communication Technology Capacity in Academic Institutions,PATA,J,C,Transport and ICT,Bilateral,Single Donor,500.00,EAKPF,,04-Jul-2013
1741,2013,8398,MYA,Design of e-Governance Master Plan and Review of Information and Communication Technology Capacity in Academic Institutions,PATA,J,C,Transport and ICT,Bilateral,Single Donor,500.00,PRC-PR Fund,20-Jun-2013,04-Jul-2013
1742,2013,8400,REG,Promoting Asian Bond Markets through the AsianBondsOnline Website,R-RDTA,E,C,Finance,Bilateral,Single Donor,"1,500.00",ICFF,24-May-2013,08-Jul-2013
1743,2013,8401,AFG,Gas Development Master Plan,PATA,J,C,Energy,Multi-Donor Trust Fund,Multidonor,800.00,AITF,,11-Jul-2013
