Partner,Year,Approval Numbers CoFin,Proj No,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF,Total,Grants,Loans,Commercial,Total CF
Sweden,1997,1581,28023,BAN,Third Rural Infrastructure Development,SARD,SAAE,11/20/1997,,,,,0,,7.1,,7.1
Sweden,1998,1663-1665,,PHI,Metro Manila Air Quality Improvement Sector Dev. Program,SERD,SEOC,12/16/1998,,,,,0,0.6,,,0.6
Sweden,1998,1663-1665,,PHI,Metro Manila Air Quality Improvement Sector Dev. Program,SERD,SEOC,12/16/1998,,,,,0,,4.5,,4.5
Sweden,1999,1711,26522-01,SRI,Southern Transport Dev,SARD,SAID,11/25/1999,,,,,0,1,,,1
Sweden,2001,1844,31345,LAO,Second Education Quality Improvement,SERD,SESS,09/28/2001,,,,,0,9.6,,,9.6
Sweden,2002,1953/4007(L)/4008(L),35274,CAM,Commune Council Development,SERD,SEGF,12/03/2002,,,,,0,3,,,3
Sweden,2003,2015/4209(L),30216,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0,29,,,29
Sweden,2004,2076/4314(L),37115,VIE,Health Care in the Central Highlands,SERD,SESS,01/09/2004,,,,,0,5.58,,,5.58
Sweden,2005,1953/4007(L)/4008(L),35274,CAM,Commune Council Development (Supplementary),SERD,SEGF,04/29/2005,,,,,0,0.57,,,0.57
Sweden,2005,2156/0038/0039,38625,BAN,Emergency Flood Damage Rehabilitation,SARD,BRM,01/20/2005,,,,,0,14.7,,,14.7
Sweden,2005,2168/7/13/75/0193,36601-013,SRI,North East Community Restoration and Development II,SARD,SLRM,04/14/2005,,,,,0,5.9,,,5.9
Sweden,2005,2172/0008/0009/0010,36296,BAN,Second Urban Primary Health Care,SARD,SASS,05/31/2005,,,,,0,5,,,5
Sweden,2011,2761,42122-013,BAN,Third Primary Education Development,SARD,SAHS,07/05/2011,,,,,0,45,,,45
Sweden,2012,2695/0323,39298-013,BAN,City Region Development - Additional Financing,SARD,SAUW,11/08/2012,,,,,0,13,,,13
Sweden,2012,2878/0298,42177-013,BAN,Urban Primary Health Care Services Delivery,SARD,SAHS,07/18/2012,,,,,0,20,,,20
Switzerland,,,,,,,,,0,0,0,0,0,48.96,78.09,0,127.05
Switzerland,1975,0217,44236-01,BAN,Ashuganj Fertilizer,SARD,BRM,02/20/1975,,,,,0,,8,,8
Switzerland,1979,0396,,BAN,Ashuganj Fertilizer (Supplementary),SARD,BRM,04/26/1979,,,,,0,,5,,5
Switzerland,1979,0440,,THA,Mae Moh (Unit 4) Power,SERD,SEID,12/14/1979,,,,,0,,6.5,,6.5
Switzerland,1980,0502,,THA,Power System Expansion,SERD,,12/19/1980,,,,,0,,1.75,,1.75
Switzerland,1982,0577,,INO,Second Agricultural Credit Package,SERD,,07/29/1982,,,,,0,,0.43,,0.43
Switzerland,1984,0700,17055,PAK,Left Bank Outfall Drain (Stage I),CWRD,SAAE,10/25/1984,,,,,0,,10,,10
Switzerland,1984,0717,,THA,Mae Moh (Unit 8) Power,SERD,,12/11/1984,,,,,0,,11.5,,11.5
Switzerland,1985,0736,,THA,Shelter Sector,SERD,,04/23/1985,,,,,0,,0.58,,0.58
Switzerland,1985,0760,,PAK,Tarbela Units 13 & 14 and 500 kV Transmission,CWRD,,11/28/1985,,,,,0,,9.4,,9.4
Switzerland,1988,0928,,LAO,Nam-Ngum Luang Prabang Power Transmission,SERD,,12/06/1988,,,,,0,,0.96,,0.96
Switzerland,1989,0974,16142,NEP,Technical Education and Vocational Training Development,SARD,,09/28/1989,,,,,0,,4.37,,4.37
Switzerland,1989,0976,,PAK,Swabi Salinity Control and Reclamation Project,CWRD,,10/26/1989,,,,,0,,15.1,,15.1
Switzerland,1989,0993,,SRI,Agriculture Rehabilitation,SARD,SAAE,11/28/1989,,,,,0,,4.5,,4.5
Switzerland,1996,1443,,KGZ,Power & District Heating Rehab.,CWRD,,06/06/1996,,,,,0,4.6,,,4.6
Switzerland,2000,1817,,TAJ,Power Rehabilitation,CWRD,,12/20/2000,,,,,0,6,,,6
Switzerland,2004,2092,30232,NEP,Decentralized Rural Infrastructure and Livelihood,SARD,SAAE,09/24/2004,,,,,0,1.9,,,1.9
Switzerland,2006,2259/0056,35297,LAO,Northern Region Sustainable Livelihoods through Livestock Development,SERD,SEAE,09/29/2006,,,,,0,3.5,,,3.5
Switzerland,2007,0093/8234,,NEP,Rural Reconstruction and Rehabilitation Sector Development Program,SARD,,12/12/2007,,,,,0,1.5,,,1.5
Switzerland,2008,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,,,,,0,3.4,,,3.4
Switzerland,2008,1881/3899(L),31309,BAN,Post-Literacy and Continuing Education (Supplementary),SARD,SASS,07/01/2008,,,,,0,2.5,,,2.5
Switzerland,2008,2425/0140,39408,BAN,Skills Development,SARD,SANS,12/17/2008,,,,,0,6,,,6
Switzerland,2009,1881/3899(L),31309,BAN,Post-Literacy and Continuing Education (Supplementary) 2,SARD,SASS,06/10/2009,,,,,0,2.5,,,2.5
Switzerland,2011,2796/0267/8257,38426-023,NEP,Decentralized Rural Infrastructure and Livelihood (Additional Financing),SARD,SAER,10/31/2011,,,,,0,7.06,,,7.06
Switzerland,2014,3131/0391,42466-015,BAN,Skills for Employment Investment Program ﾖ Tranche 1,SARD,SAHS,06/03/2014,,,,,0,10,,,10
"Taipei,China",,,,,,,,,0,0,0,0,0,0,6.7,0,6.7
"Taipei,China",1992,1211,23132,PNG,Third Urban Water Supply,PARD,,12/15/1992,,,,,0,,6.7,,6.7
Thailand,,,,,,,,,0,0,0,0,0,0,55.5,0,55.5
Thailand,1993,1266,26366,LAO,Airports Improvement,SERD,SEID,11/18/1993,,,,,0,,2,,2
Thailand,1999,1727-1728,,REG,GMS: East-West Corridor (LAO and VIE),SERD,SEID,12/20/1999,,,,,0,,25,,25
Thailand,2002,1989,,LAO,GMS: Northern Economic Corridor,SERD,SEID,12/20/2002,,,,,0,,28.5,,28.5
TRACECA,,,,,,,,,0,0,0,0,0,0.8,0,0,0.8
TRACECA,2000,1774-1775,,REG,Almaty-Bishkek Regional Road Rehabilitation (KAZ and KGZ Components),CWRD,CWID,10/31/2000,,,,,0,0.8,,,0.8
Trust Fund for Forests,,,,,,,,,0,0,0,0,0,8,0,0,8
Trust Fund for Forests,2006,2269/0060,34341,VIE,Forests for Livelihood Improvement in the Central Highlands Sector,SERD,SEAE,10/26/2006,,,,,0,8,,,8
UAE,,,,,,,,,0,0,0,0,0,0,56.32,0,56.32
UAE,1973,0171-0172,40641,PAK,Multan Fertilizer,CWRD,,12/19/1973,,,,,0,,31.32,,31.32
UAE,1981,0541,,BAN,Chittagong Urea Fertilizer,SARD,AWFN,11/17/1981,,,,,0,,25,,25
UCCRTF,,,,,,,,,0,0,0,0,0,8,0,0,8
UCCRTF,2015,3316/0455,47127-002,MYA,Mandalay Urban Services Improvement,SERD,SEUW,11/12/2015,,,,,0,4,,,4
UCCRTF,2015,3340/0462,43237-013,VIE,Urban Environment and Climate Change Adaptation,SERD,SEUW,11/27/2015,,,,,0,4,,,4
UFPF-UEIF,,,,,,,,,0,0,0,0,0,8.64,0,0,8.64
UFPF-UEIF,2012,2931/G0313-0314,43319-022,LAO,Greater Mekong Subregion East-West Economic Corridor Towns Development,SERD,SEUW,11/06/2012,,,,,0,0.64,,,0.64
UFPF-UEIF,2012,2969/0329,43319-043,VIE,Greater Mekong Subregion Corridor Towns Development,SERD,SEUW,12/12/2012,,,,,0,1,,,1
UFPF-UEIF,2012,2983/0334/0335/8265,43319-033,CAM,Greater Mekong Subregion Southern Economic Corridor Towns Development,SERD,SEUW,12/10/2012,,,,,0,1.5,,,1.5
UFPF-UEIF,2013,3098/3099/0380,45007-004,MON,Ulaanbaatar Urban Services and Ger Areas Development Investment Program ﾗ Tranche 1,EARD,EASS,12/12/2013,,,,,0,3.7,,,3.7
UFPF-UEIF,2014,3148/0399,43253-025,IND,Karnataka Integrated Urban Water Management Investment Program ﾖ Tranche 1,SARD,SAUW,07/29/2014,,,,,0,1.8,,,1.8
UFRD,,,,,,,,,0,0,0,0,0,0,270,0,270
"Uzbekistan,UFRD",2014,3141,45306-001,UZB,Takhiatash Power Plant Efficiency Improvement,CWRD,CWEN,12/05/2014,,,,,0,,270,,270
UN Habitat,,,,,,,,,0,0,0,0,0,0.5,0,0,0.5
UN Habitat,ERROR: Incorrect data type for operator or @Function: Time/Date expected,2046,32254-01,IND,Urban Water Supply and Environmental Improvement in Madhya Pradesh,SARD,SASS,,,,,,0,0.5,,,0.5
UNCDF,,,,,,,,,0,0,0,0,0,4.4,5.3,0,9.7
UNCDF,1976,0293,,BAN,Serajgonj Integrated Rural Development,SARD,SAAE,12/23/1976,,,,,0,2.15,,,2.15
UNCDF,1986,0790,,BHU,Roadworks Mechanization,SARD,,09/30/1986,,,,,0,,1.2,,1.2
UNCDF,1988,0911,,MLD,Male Port Development,SARD,,10/20/1988,,,,,0,,4.1,,4.1
UNCDF,2008,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,,,,,0,2.25,,,2.25
UNDP,,,,,,,,,0,0,0,0,0,75.68,0,0,75.68
UNDP,1971,0068,,SAM,Beef Cattle Pilot Farm,PARD,,05/27/1971,,,,,0,0.1,,,0.1
UNDP,1974,0213,,BAN,Jute Seed,SARD,AWFN,12/19/1974,,,,,0,1.1,,,1.1
UNDP,1974,0215,,BAN,Bangladesh Railway,SARD,,12/23/1974,,,,,0,0.72,,,0.72
UNDP,1978,0361,,LAO,Forestry Development,SERD,SEAE,10/24/1978,,,,,0,0.59,,,0.59
UNDP,1978,0365,46265-001,THA,Kud Multipurpose,SERD,SERD,11/14/1978,,,,,0,0.2,,,0.2
UNDP,1979,0404,,BAN,Chittagong Hill Tracts Development,SARD,SAAE,06/28/1979,,,,,0,0.71,,,0.71
UNDP,1979,0418,,LAO,Casier Sud Pioneer Agricultural,SERD,SEAE,10/29/1979,,,,,0,0.86,,,0.86
UNDP,1979,0445,,NEP,Livestock Development,SARD,SAAE,12/19/1979,,,,,0,0.7,,,0.7
UNDP,1979,0447,46495-002,NEP,Third Power,SARD,,12/21/1979,,,,,0,0.62,,,0.62
UNDP,1980,0453,,LAO,Agricultural Support Facilities,SERD,SEAE,03/20/1980,,,,,0,0.63,,,0.63
UNDP,1980,0462,,NEP,Aquaculture Development,SARD,SAAE,08/28/1980,,,,,0,1.37,,,1.37
UNDP,1980,0486,,SIN,Vocational and Industrial Training,SERD,,11/27/1980,,,,,0,0.53,,,0.53
UNDP,1980,0489,,NEP,Fourth Agricultural Credit,SARD,SAAE,09/12/1980,,,,,0,1.1,,,1.1
UNDP,1980,0490,,NEP,Hill Irrigation (Western Region),SARD,SAAE,12/09/1980,,,,,0,0.9,,,0.9
UNDP,1981,0512,,NEP,Mini Hydropower,SARD,SAID,04/21/1981,,,,,0,0.75,,,0.75
UNDP,1981,0533,,NEP,Fourth Power,SARD,,11/01/1981,,,,,0,1,,,1
UNDP,1981,0555,,BAN,Community Forestry,SARD,SAAE,12/03/1981,,,,,0,1.84,,,1.84
UNDP,1981,0560,,NEP,Command Area Development,SARD,SAAE,12/15/1981,,,,,0,1.2,,,1.2
UNDP,1982,0573,,MYA,Second Forestry,SERD,SEAE,06/29/1982,,,,,0,0.65,,,0.65
UNDP,1982,0585,,SRI,Technical Education,SARD,,09/30/1982,,,,,0,0.7,,,0.7
UNDP,1982,0596,,NEP,Second Hill Irrigation,SARD,SAAE,11/04/1982,,,,,0,1.37,,,1.37
UNDP,1982,0599,,NEP,Science Education,SARD,,11/18/1982,,,,,0,2,,,2
UNDP,1982,0618,,THA,Songkhla Lake Basin Planning Study,SERD,,12/21/1982,,,,,0,0.5,,,0.5
UNDP,1983,0643,,LAO,Vientiane Plain Road Improvement,SERD,,10/11/1983,,,,,0,0.49,,,0.49
UNDP,1983,0657,,BAN,Bangladesh Krishi Bank,SARD,SAAE,11/29/1983,,,,,0,0.3,,,0.3
UNDP,1983,0671,,BAN,Ganges-Kobadak Rehabilitation & Improvement,SARD,SAAE,12/14/1983,,,,,0,1.4,,,1.4
UNDP,1983,0672,,BAN,Health and Family Planning Services,SARD,,12/14/1983,,,,,0,0.21,,,0.21
UNDP,1984,0684,,BAN,Second Railway,SARD,,06/26/1984,,,,,0,0.99,,,0.99
UNDP,1984,0699,,BAN,Secondary Science Education Sector,SARD,,10/23/1984,,,,,0,3,,,3
UNDP,1984,0707,,SAM,Development Bank of Western Samoa V,PARD,,11/15/1984,,,,,0,0.05,,,0.05
UNDP,1984,0710,,PAK,Health and Population II,CWRD,,11/29/1984,,,,,0,0.5,,,0.5
UNDP,1985,0733,,BAN,Second Livestock Development,SARD,SAAE,02/05/1985,,,,,0,3.5,,,3.5
UNDP,1985,0744,,NEP,Cotton Development,SARD,SAAE,10/24/1985,,,,,0,1.4,,,1.4
UNDP,1985,0745,,NEP,Second Livestock Development,SARD,SAAE,10/24/1985,,,,,0,1.6,,,1.6
UNDP,1985,0749,,NEP,Third Forestry Development,SARD,,10/31/1985,,,,,0,0.32,,,0.32
UNDP,1985,0761,,PAK,Second Telecommunications,CWRD,,11/28/1985,,,,,0,1.6,,,1.6
UNDP,1986,0777,,MYA,Edible Oil,SERD,SEAE,02/04/1986,,,,,0,0.68,,,0.68
UNDP,1986,0788,,LAO,Second Road Improvement,SERD,,09/16/1986,,,,,0,1.2,,,1.2
UNDP,1986,0790,,BHU,Roadworks Mechanization,SARD,,09/30/1986,,,,,0,1.55,,,1.55
UNDP,1986,0791,,PAK,Cotton Development,CWRD,,09/30/1986,,,,,0,4.1,,,4.1
UNDP,1986,0792,18095,NEP,Second Aquaculture Development,SARD,AWFN,10/09/1986,,,,,0,0.96,,,0.96
UNDP,1986,0810,,PAK,Second Agricultural Dev. Bank of Pakistan,CWRD,,12/04/1986,,,,,0,0.96,,,0.96
UNDP,1986,0819,,BAN,Khulna Coastal Embankment,SARD,SAAE,12/11/1986,,,,,0,1.2,,,1.2
UNDP,1986,0821,,BAN,Second Aquaculture Development,SARD,,12/16/1986,,,,,0,2.65,,,2.65
UNDP,1987,0831,,NEP,Fifth Agricultural Credit (ADB IV),SARD,,04/07/1987,,,,,0,0.2,,,0.2
UNDP,1987,0839,,BAN,Road Improvement,SARD,,08/27/1987,,,,,0,1.2,,,1.2
UNDP,1987,0845,,PRC,China Investment Bank,EARD,,10/08/1987,,,,,0,0.4,,,0.4
UNDP,1987,0846,,LAO,Xeset Hydropower,SERD,,10/27/1987,,,,,0,1.76,,,1.76
UNDP,1987,0851,,PAK,Fruit and Vegetable Marketing,CWRD,,10/29/1987,,,,,0,1,,,1
UNDP,1987,0859,,NEP,Hill Fruit Development,SARD,AWFN,11/10/1987,,,,,0,1.04,,,1.04
UNDP,1987,0864,,SRI,Second Road Improvement,SARD,,11/24/1987,,,,,0,0.15,,,0.15
UNDP,1987,0866,,LAO,Third Road Improvement,SERD,,11/24/1987,,,,,0,1.13,,,1.13
UNDP,1987,0880,,PRC,Fuel Conversion,EARD,,12/21/1987,,,,,0,0.35,,,0.35
UNDP,1988,0882,,BAN,Flood Rehabilitation (Flood Control & Rehab),SARD,,02/04/1988,,,,,0,0.08,,,0.08
UNDP,1988,0902,20221,PAK,Small-Scale Industry,CWRD,,09/22/1988,,,,,0,1.2,,,1.2
UNDP,1989,0956,,BAN,Upazila Afforestation and Nursery Development,SARD,AWFN,03/30/1989,,,,,0,1.9,,,1.9
UNDP,1989,1005,,FIJ,Low Income Housing Development,PARD,,12/21/1989,,,,,0,0.3,,,0.3
UNDP,1989,1009,,LAO,Fourth Road Improvement,SERD,SEID,12/21/1989,,,,,0,0.3,,,0.3
UNDP,1989,1010,,BAN,Horticulture Development,SARD,SAAE,12/21/1989,,,,,0,2.8,,,2.8
UNDP,1990,1012,21220,PAK,Second Barani Area Development,CWRD,,02/20/1990,,,,,0,0.69,,,0.69
UNDP,1990,1035,,BHU,Technical and Vocational Education and Training,SARD,,09/27/1990,,,,,0,2.1,,,2.1
UNDP,1990,1063,,LAO,Xeset Hydropower (Supplementary),SERD,,12/11/1990,,,,,0,0.88,,,0.88
UNDP,1991,1112,,NEP,Sixth Agricultural Credit,SARD,AWAR,10/31/1991,,,,,0,0.69,,,0.69
UNDP,1991,1123,,BAN,Higher Secondary Education,SARD,,11/21/1991,,,,,0,2.9,,,2.9
UNDP,1999,1703,,PNG,Financial Management,PARD,,10/21/1999,,,,,0,0.5,,,0.5
UNDP,2002,1939,,CAM,Tonle Sap Environmental Management,SERD,SEAE,11/21/2002,,,,,0,0.61,,,0.61
UNDP,2008,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,,,,,0,4.7,,,4.7
UNFPA,,,,,,,,,0,0,0,0,0,15.89,0,0,15.89
UNFPA,1997,1538,,BAN,Urban Primary Health Care,SARD,SASS,09/16/1997,,,,,0,4.24,,,4.24
UNFPA,2000,1777,,VIE,Rural Health,SERD,SESS,11/09/2000,,,,,0,0.5,,,0.5
UNFPA,2005,2172/0008/0009/0010,36296,BAN,Second Urban Primary Health Care,SARD,SASS,05/31/2005,,,,,0,2,,,2
UNFPA,2008,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,,,,,0,9.15,,,9.15
UNICEF,,,,,,,,,0,0,0,0,0,21.89,0,0,21.89
UNICEF,1976,0293,,BAN,Serajgonj Integrated Rural Development,SARD,SAAE,12/23/1976,,,,,0,0.2,,,0.2
UNICEF,1996,1446,,CAM,Basic Education Textbooks,SERD,SESS,06/20/1996,,,,,0,5.19,,,5.19
UNICEF,2000,1777,,VIE,Rural Health,SERD,SESS,11/09/2000,,,,,0,1,,,1
UNICEF,2008,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,,,,,0,13.9,,,13.9
UNICEF,2011,2761,42122-013,BAN,Third Primary Education Development,SARD,SAHS,07/05/2011,,,,,0,0.5,,,0.5
UNICEF,2011,G0272/0289,35174-082,NEP,School Sector Program,SARD,NRM,11/22/2011,,,,,0,1,,,1
UNICEF,2015,3256,42122-013,BAN,Third Primary Education DevelopmentﾗAdditional Financing,SARD,SAHS,05/20/2015,,,,,0,0.1,,,0.1
United Kingdom,,,,,,,,,0,0,0,0,0,3.2,0,0,3.2
"U.K.,United Kingdom",2014,9135/0277/0382/0406,38097-013,NEP,Establishing Women and Children Service Centers ﾖ Additional Financing,SARD,SAHS,03/25/2014,,,,,0,3.2,,,3.2
United Nations Volunteers,,,,,,,,,0,0,0,0,0,0.5,0,0,0.5
United Nations Volunteers,2008,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,,,,,0,0.5,,,0.5
UNODC,,,,,,,,,0,0,0,0,0,2.1,0,0,2.1
UNODC,1999,1688,,LAO,Shifting Cultivation Stabilization Pilot,SERD,SEAE,05/11/1999,,,,,0,2.1,,,2.1
UNOPS,,,,,,,,,0,0,0,0,0,2,0,0,2
UNOPS,2004,2105,37136,AFG,Regional Airports Rehabilitation Phase I,CWRD,CWTC,11/23/2004,,,,,0,2,,,2
Uzbekistan,,,,,,,,,0,0,0,0,0,0,340,0,340
Uzbekistan,2015,3286,41340-015,UZB,Advanced Electricity Metering Phase 4,CWRD,CWEN,09/18/2015,,,,,0,,70,,70
"Uzbekistan,UFRD",2014,3141,45306-001,UZB,Takhiatash Power Plant Efficiency Improvement,CWRD,CWEN,12/05/2014,,,,,0,,270,,270
U.K.,,,,,,,,,0,0,0,0,0,1081.74,619,0,1700.74
U.K.,1975,0217,44236-01,BAN,Ashuganj Fertilizer,SARD,BRM,02/20/1975,,,,,0,,16.9,,16.9
U.K.,1976,0279-0280,,PAK,Port Qasim,CWRD,,11/18/1976,,,,,0,,21.84,,21.84
U.K.,1976,0289,,SOL,Beef Cattle Development,PARD,,12/21/1976,,,,,0,,0.52,,0.52
U.K.,1978,0345,,FIJ,Second Power,PARD,PARD,06/29/1978,,,,,0,,9.1,,9.1
U.K.,1981,0536,,FIJ,Third Power,PARD,,11/10/1981,,,,,0,,12.11,,12.11
U.K.,1982,0585,,SRI,Technical Education,SARD,,09/30/1982,,,,,0,0.19,,,0.19
U.K.,1984,0683,,BAN,Sixth Power (Sector Loan),SARD,,06/14/1984,,,,,0,,22.2,,22.2
U.K.,1984,0700,17055,PAK,Left Bank Outfall Drain (Stage I),CWRD,SAAE,10/25/1984,,,,,0,,35.7,,35.7
U.K.,1984,0712,,SRI,Plantation Sector,SARD,SAAE,12/04/1984,,,,,0,,5.5,,5.5
U.K.,1987,0850,,PAK,Third Health,CWRD,,10/29/1987,,,,,0,,3.7,,3.7
U.K.,1987,0858,,BAN,"Padma Textile Mills, Ltd.",SARD,,11/10/1987,,,,,0,,2.5,,2.5
U.K.,1988,0893,,IND,"Andhra Petrochemicals, Ltd.",SARD,,11/01/1988,,,,,0,,3.2,,3.2
U.K.,1988,0925,17003,PAK,KESC Fifth Power (Sector),CWRD,,11/01/1988,,,,,0,,12.2,,12.2
U.K.,1989,0963,,BAN,Eighth Power,SARD,SAID,07/11/1989,,,,,0,,98,,98
U.K.,1989,1001,,PAK,Karachi Sewerage,CWRD,SAAE,12/14/1989,,,,,0,,2.4,,2.4
U.K.,1989,1003,,PAK,"Fauji Fertilizer Co., Ltd.",PSOD,PSOD,12/19/1989,,,,,0,,15,,15
U.K.,1991,1085,,PHI,Shemberg Biotech Corporation,SERD,,06/06/1991,,,,,0,,4.7,,4.7
U.K.,1991,1101,,PAK,Kotri Barrage Rehabilitation,CWRD,,09/26/1991,,,,,0,,15.8,,15.8
U.K.,1991,1142,,IND,CESC Limited II,SARD,,12/13/1991,,,,,0,,32,,32
U.K.,1992,1161,,IND,Power Efficiency (Sector),SARD,,03/26/1992,,,,,0,,88.73,,88.73
U.K.,1992,1196,,NEP,Secondary Education Development,SARD,NRM,11/24/1992,,,,,0,6.3,,,6.3
U.K.,1993,1227,,INO,P.T. Wiraswasta Gemilang Indonesia,SERD,,04/22/1993,,,,,0,,20,,20
U.K.,1993,1230,,PHI,Hopewell Power (Philippines) Corp.,PSOD,PSOD,05/18/1993,,,,,0,,35,,35
U.K.,1993,1252,,PHI,Bukidnon Resources Co. Inc.,SERD,,09/21/1993,,,,,0,,6.8,,6.8
U.K.,1993,1255,,PAK,Fauji Oil Terminal & Distribution Co.Ltd.,PSOD,,09/30/1993,,,,,0,,18,,18
U.K.,1993,1263,,PHI,"Primofina Oleochemicals, Inc",PSOD,,11/09/1993,,,,,0,,10,,10
U.K.,1996,1473,,PHI,Sixth Road,SERD,,09/30/1996,,,,,0,0.2,,,0.2
U.K.,1996,1493,,PAK,Social Action Program (Sector) Project II,CWRD,,11/28/1996,,,,,0,,30,,30
U.K.,1997,1597,,BAN,Lafarge Surma Cement Ltd,PSOD,,12/18/1997,,,,,0,,30.5,,30.5
U.K.,1998,1603,,BAN,Grameenphone Telecommunications,PSOD,PSOD,01/20/1998,,,,,0,,31.6,,31.6
U.K.,1999,1689,,SRI,South Asia Gateway Terminals (Private) Limited for the Colombo Port Development,PSOD,PSOD,05/11/1999,,,,,0,,35,,35
U.K.,2000,1813,29466-01,IND,Calcutta Environmental Improvement,SARD,SASS,12/19/2000,,,,,0,30,,,30
U.K.,2001,1876/3785(L),29472,NEP,Road Network Development,SARD,NRM,12/13/2001,,,,,0,9.6,,,9.6
U.K.,2001,1883/3800(L),33301,VIE,Central Region Livelihood Improvement,SERD,SEAE,12/17/2001,,,,,0,16.45,,,16.45
U.K.,2002,1881/3899(L),31309,BAN,Post-Literacy and Continuing Education,SARD,SASS,07/12/2002,,,,,0,12,,,12
U.K.,2002,1940/G3994,32430,CAM,Health Sector Support,SERD,SESS,11/21/2002,,,,,0,10.36,,,10.36
U.K.,2002,1940/G3994,32430,CAM,Health Sector Support,SERD,,11/21/2002,,,,,0,11.84,,,11.84
U.K.,2003,2015/4209(L),30216,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0,150,,,150
U.K.,2004,2123,,VIE,Support to Implementation of Poverty Reduction Program,SERD,VRM,12/09/2004,,,,,0,36,,,36
U.K.,2004,2144/2145/4505(L),32264,PAK,Punjab Devolved Social Services Program,CWRD,SASS,12/20/2004,,,,,0,30,,,30
U.K.,2005,2163/2164/0003,34152,INO,Community Water Services and Health,SERD,SESS,04/07/2005,,,,,0,7.5,,,7.5
U.K.,2005,2172/0008/0009/0010,36296,BAN,Second Urban Primary Health Care,SARD,SASS,05/31/2005,,,,,0,25,,,25
U.K.,2005,2194,,VIE,Support to Implementation on Poverty Reduction Program II,SERD,VRM,11/03/2005,,,,,0,35.9,,,35.9
U.K.,2006,2254/0053,36224,BAN,Second Rural Infrastructure Improvement,SARD,SANS,08/18/2006,,,,,0,4.2,,,4.2
U.K.,2006,2254/0053,36224-01,BAN,Second Rural Infrastructure Improvement,SARD,SANS,08/18/2006,,,,,0,56.7,,,56.7
U.K.,2006,2262,,VIE,Support the Implementation of Poverty Reduction Program III,SERD,VRM,10/05/2006,,,,,0,37,,,37
U.K.,2007,2352,,VIE,Support the Implementation of Poverty Reduction Program IV,SERD,VRM,10/02/2007,,,,,0,40,,,40
U.K.,2008,0093/8234,,NEP,Rural Reconstruction and Rehabilitation Sector Development (Supplementary),SARD,,11/11/2008,,,,,0,20,,,20
U.K.,2008,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,,,,,0,30,,,30
U.K.,2008,1940/G3994,32430,CAM,Health Sector Support (Supplementary),SERD,SESS,03/31/2008,,,,,0,1.8,,,1.8
U.K.,2009,0167/0170,42091,AFG,Water Resources Development Investment Program - Tranche 1,CWRD,CWER,10/06/2009,,,,,0,3.3,,,3.3
U.K.,2011,0280/0281/0282,42094,AFG,Energy Sector Development Investment Program ﾖ Tranche 3,CWRD,CWEN,12/22/2011,,,,,0,20,,,20
U.K.,2011,2761,42122-013,BAN,Third Primary Education Development,SARD,SAHS,07/05/2011,,,,,0,190,,,190
U.K.,2011,9135/0277/0382/0406,38097-013,NEP,Establishing Women and Children Service Centers (Supplementary),SARD,SAHS,05/18/2011,,,,,0,0.2,,,0.2
U.K.,2011,G0272/0289,35174-082,NEP,School Sector Program,SARD,NRM,11/22/2011,,,,,0,4,,,4
U.K.,2012,0305-0306/0368,36172-063,NEP,Strengthening Public Management Program,SARD,SAPF,09/26/2012,,,,,0,4,,,4
U.K.,2015,3121/0434,40075-033,PAK,National Trade Corridor Highway Investment ProgramﾗTranche 2 ,CWRD,PRM,07/31/2015,,,,,0,82.4,,,82.4
U.K.,2015,3197/0435,40075-043,PAK,National Trade Corridor Highway Investment ProgramﾗTranche 3 ,CWRD,CWTC,07/31/2015,,,,,0,39.2,,,39.2
U.K.,2015,3300/0440,48402-001,PAK,National Motorway M-4 GojraﾖShorkot Section,CWRD,CWTC,09/30/2015,,,,,0,92,,,92
"U.K.,DFID",2015,3134/0451,47281-001,PAK,National Highway Network Development in Balochistan,CWRD,CWTC,11/03/2015,,,,,0,72.4,,,72.4
"U.K.,United Kingdom",2014,9135/0277/0382/0406,38097-013,NEP,Establishing Women and Children Service Centers ﾖ Additional Financing,SARD,SAHS,03/25/2014,,,,,0,3.2,,,3.2
U.S.A.,,,,,,,,,0,0,0,0,0,10.53,206.27,0,216.8
U.S.A.,1970,0033,36252,INO,Pusri Fertilizer Plant Expansion,SERD,SERD,06/04/1970,,,,,0,,24,,24
U.S.A.,1975,0217,44236-01,BAN,Ashuganj Fertilizer,SARD,BRM,02/20/1975,,,,,0,,30,,30
