Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
2010,7581,REG,Enabling Climate Change Responses in Asia and the Pacific- Supporting Investments in Water and Climate Change (Subproject 1),C-CDTA,E,C,Multisector,Multi-Donor Trust Fund,Multidonor,"1,000.00",MDTF-WFPF,13-May-2009,18-Aug-2010
2010,7582,REG,Greater Mekong Subregion: Capacity Building for HIV/AIDS Prenvetion in Lao People's Democratic Republic and the Socialist Republic of Viet Nam,R-PPTA,J,C,Health and Social Protection,Special Fund,ADB,450.00,RCIF,18-May-2010,18-Aug-2010
2010,7583,INO,Geothermal Power Development Project,PPTA,E,PS,Energy,Bilateral,Single Donor,"1,500.00",AUS,31-May-2010,20-Aug-2010
2010,7587,PHI,Strengthened Gender Impacts for Social Protection,CDTA,E,C,Multisector,Multi-Donor Trust Fund,Multidonor,300.00,GDCF,02-Jun-2010,02-Sep-2010
2010,7588,VAN,State-Owned Enterprise Rationalization Program,PATA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,JFPR,16-Aug-2010,01-Sep-2010
2010,7590,NEP,Hydropower Development for Energy Crisis,PPTA,E,C,Energy,Bilateral,Single Donor,"2,000.00",JFPR,28-Jun-2010,02-Sep-2010
2010,7591,MON,Ulaanbaatar Water and Sanitation Services and Planning Improvement,PATA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,600.00,JFPR,10-Jun-2010,03-Sep-2010
2010,7599,TAJ,Climate Resiliency for Natural Resources Investments,CDTA,E,PS,Agriculture and Natural Resources,Global Fund,Multidonor,750.00,SCF-PPCR,23-Jun-2010,16-Sep-2010
2010,7600,SRI,Multimodal Transport,PPTA,E,C,Transport and ICT,Bilateral,Single Donor,"1,000.00",JFPR,06-Aug-2010,17-Sep-2010
2010,7601,REG,Updating and Improving the Social Protection Index,R-CDTA,J,C,Multisector,Bilateral,Single Donor,500.00,EAKPF,06-Jul-2010,18-Sep-2010
2010,7611,VIE,"Strengthening Institutional and Financial Arrangements, Operation and Maintenance, and Grovernance in Road Transport",PATA,E,C,Transport and ICT,Bilateral,Single Donor,"1,000.00",JFPR,06-Aug-2010,24-Sep-2010
2010,7612,LAO,Support for Post-Private Sector and Small and Medium-Sized Enterprises Development Program Partnership Framework,PATA,E,C,Industry and Trade,Bilateral,Single Donor,"1,000.00",JFPR,10-Jun-2010,27-Sep-2010
2010,7613,REG,Knowledge Platform Development for the Asia Solar Energy Initiative,R-CDTA,E,C,Energy,Bilateral,Single Donor,"2,000.00",ACEF,14-Jul-2010,01-Oct-2010
2010,7616,SOL,Support for the Formulation of a National Strategic Plan,S-CDTA,E,C,Public Sector Management,Bilateral,Single Donor,200.00,AUS,30-Jun-2010,08-Oct-2010
2010,7618,REG,Development of Regional Cooperation Programs for Mongolia and the People's Republic of China (Phase 2),R-PATA,E,C,Multisector,Special Fund,ADB,900.00,RCIF,18-May-2010,14-Oct-2010
2010,7619,MON,Updating the Energy Sector Development Plan,PATA,E,C,Energy,Bilateral,Single Donor,"1,000.00",JFPR,29-Jul-2010,19-Oct-2010
2010,7624,LAO,Capacity Strengthening for Gender Mainstreaming in the Agriculture Sector,CDTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,480.00,JFPR,15-Sep-2010,22-Oct-2010
2010,7625,IND,Deepening Capacity Building for Mainstreaming Public-Private Partnerships,CDTA,E,C,Multisector,Bilateral,Single Donor,"2,000.00",JFPR,29-Jul-2010,22-Oct-2010
2010,7636,PRC,Municipal Natural Gas Infrastructure Development Project (Phase 2),CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,592.00,CEF-CEFPF,07-May-2010,09-Nov-2010
2010,7637,AFG,Power Sector Master Plan,PATA,E,C,Energy,Bilateral,Single Donor,"1,500.00",JFPR,05-Oct-2010,06-Nov-2010
2010,7642,BAN,Energy Efficiency Improvement,CDTA,E,C,Multisector,Bilateral,Single Donor,"1,500.00",ACEF,15-Sep-2010,10-Nov-2010
2010,7643,PRC,Renewable Energy Development in Qinghai,CDTA,J,C,Energy,Multi-Donor Trust Fund,Multidonor,200.00,CEF-CEFPF,07-May-2010,10-Nov-2010
2010,7644,REG,Greater Mekong Subregion: Preparing the Corridors Towns Development Project,R-PPTA,J,C,Water and Other Municipal Infrastructure and Services,Special Fund,ADB,"1,200.00",RCIF,14-Sep-2010,12-Nov-2010
2010,7645,REG,Enabling Climate Change Responses in Asia and the Pacific - Strengthening Planning Capacity for Low Carbon Growth in Developing Asia (Subproject 4),R-RDTA,J,C,Multisector,Bilateral,Single Donor,700.00,ACEF,27-Jul-2010,15-Nov-2010
2010,7645,REG,Enabling Climate Change Responses in Asia and the Pacific - Strengthening Planning Capacity for Low Carbon Growth in Developing Asia (Subproject 4),R-RDTA,J,PS,Multisector,Bilateral,Single Donor,220.00,UKG,23-Jun-2010,15-Nov-2010
2010,7646,COO,Public Finance Management and Public Sector Performance Review,PATA,E,C,Public Sector Management,Bilateral,Single Donor,300.00,JFPR,29-Jul-2010,12-Nov-2010
2010,7650,REG,Regional Transport Development in South Asia,PATA,J,C,Transport and ICT,Special Fund,ADB,900.00,RCIF,18-May-2010,16-Nov-2010
2010,7651,REG,Supporting the Boao Forum for Asia and the Asian Exim Banks Form in Dialogues on Regional Economic Integration and Partnership,R-CDTA,E,C,Multisector,Bilateral,Single Donor,500.00,PRC-PR Fund,05-Jul-2010,22-Nov-2010
2010,7653,INO,Strengthening National Public Procurement Processes,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,"1,000.00",JFPR,20-Apr-2010,19-Nov-2010
2010,7658,PRC,Effective Reservoir Utilization for Integrated Water Resources Management,PATA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,07-Jul-2010,19-Nov-2010
2010,7659,SRI,Lagging Local Authorities Infrastructure Development,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,700.00,JFPR,12-Nov-2010,23-Nov-2010
2010,7666,NEP,Energy Access and Efficiency Improvement II,PPTA,E,C,Energy,Bilateral,Single Donor,600.00,JFPR,12-Nov-2010,26-Nov-2010
2010,7679,REG,"Promoting Renewable Energy, Clean Fuels, and Energy Efficiency in the Greater Mekong Subregion",R-CDTA,J,C,Energy,Bilateral,Single Donor,800.00,ACEF,15-Sep-2010,18-Nov-2010
2010,7679,REG,"Promoting Renewable Energy, Clean Fuels, and Energy Efficiency in the Greater Mekong Subregion",R-CDTA,J,C,Energy,Multi-Donor Trust Fund,Multidonor,200.00,CEF-CEFPF,07-May-2010,18-Nov-2010
2010,7683,PHI,Urban Water Supply and Sanitation Project,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"2,000.00",FRA,27-Aug-2010,26-Nov-2010
2010,7687,PRC,Strengthening Capacity to Address Climate Change for Small and Medium-Sized City Development,PATA,E,C,Multisector,Bilateral,Single Donor,500.00,EAKPF,20-Aug-2010,06-Dec-2010
2010,7690,REG,Broadening Investor Base for Local Currency bonds in ASEAN+3,R-PATA,E,C,Finance,Bilateral,Single Donor,"1,100.00",ICFF,27-Apr-2010,07-Dec-2010
2010,7698,TIM,Supporting Road Network Development,S-PATA,E,C,Transport and ICT,Bilateral,Single Donor,225.00,JFPR,10-Dec-2010,13-Dec-2010
2010,7706,REG,Comparative Infrastructure Development Assessment of the Kingdom of Thailand and the Republic of Korea ,R-PATA,E,C,Multisector,Bilateral,Single Donor,400.00,EAKPF,22-Nov-2010,10-Dec-2010
2010,7715,SOL,Supporting Transport Sector Development,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,800.00,JFPR,10-Nov-2010,15-Dec-2010
2010,7716,PHI,Decentralized Framework for Sustainable Natural Resources and Rural Infrastructure Management,CDTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,300.00",JFPR,10-Dec-2010,17-Dec-2010
2010,7718,REG,"Promoting Links and Improving Coordination Among the Greater Mekong Subregion (GMS), the Brunei Daraussalam-Indonesia-Malaysia-Philippines East ASEAN Growth Area (BIMP-EAGA), the Indonesia-Malaysia-Thailand Growth Triangle (IMT-GT), and the Association of Southeast Asian Nations (ASEAN) ",PATA,E,PS,Multisector,Bilateral,Single Donor,400.00,AUS,10-Dec-2010,15-Dec-2010
2010,7720,BAN,Support to Local Government Engineering Department in Institutionalizing Women's Benefits from Rural Infrastructure Initiatives,CDTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,500.00,JFPR,01-Nov-2010,03-Dec-2010
2010,7721,PRC,Developing Smart Grid Technology for Efficient Utilization of Renewable Energy,CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,900.00,CEF-CEFPF,15-Sep-2010,08-Dec-2010
2010,7722,IND,Advanced Project Preparedness for Poverty Reduction-Capacity Development for Community-based Flood Risk Management in Assam (Subproject 10),CDTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,600.00,UKG,18-Nov-2009,07-Dec-2010
2010,7727,NEP,Integrated Urban Development,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,800.00,JFPR,09-Dec-2010,13-Dec-2010
2010,7728,LAO,Rural Access Improvement Project along the East-West Economic Corridor,PPTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,200.00",JFPR,09-Dec-2010,14-Dec-2010
2010,7729,INO,Capacity Development Assistance for Public-Private Partnerships,CDTA,E,C,Multisector,Bilateral,Single Donor,500.00,JFPR,01-Nov-2010,10-Dec-2010
2010,7731,PRC,Strengthening Participatory Irrigation Management and Project Management Capacity in Qinghai Province,CDTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,200.00,MDTF-WFPF,09-Mar-2010,16-Dec-2010
2010,7733,PHI,Support for Social Protection Reform,PATA,E,C,Multisector,Bilateral,Single Donor,"1,400.00",JFPR,09-Dec-2010,13-Dec-2010
2010,7735,REG,"Building Capacity for Environmental Prosecution, Adjudication, Dispute Resolution, Compliance, and Enforcement in Asia",RETA,J,C,Public Sector Management,Special Fund,ADB,500.00,RCIF,02-Aug-2010,16-Dec-2010
2010,7739,INO,Supporting Water Operators Partnerships,CDTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,825.00,AUS,20-May-2010,14-Dec-2010
2010,7741,TIM,Support for Effective Aid Management,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,600.00,JFPR,10-Dec-2010,14-Dec-2010
2010,7743,REG,Strengthening Institutional Capacity to Compile and Analyze Financial Soundness Indicators for Investment Climate Assessment,R-CDTA,E,C,Finance,Bilateral,Single Donor,500.00,ICFF,24-Jun-2010,17-Dec-2010
2010,7745,IND,Advanced Project Preparedness for Poverty Reduction-Meghalaya Public Resources Management Development Program (Subproject 9),PPTA,E,PS,Public Sector Management,Bilateral,Single Donor,200.00,UKG,18-Nov-2009,17-Nov-2010
2010,7746,SRI,Technical Education and Vocational Training Sector Development,PPTA,E,C,Education,Bilateral,Single Donor,800.00,JFPR,09-Dec-2010,10-Dec-2010
2010,7749,IND,Capacity Development for Project Management of Infrastructure Development for Rural Livelihood Enhancement,CDTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"1,000.00",JFPR,01-Nov-2010,29-Nov-2010
2010,7753,REG,Strengthening Coastal and Marine Resources Management in the Coral Triangle of the Pacific (Phase 2),R-PATA,J,C,Agriculture and Natural Resources,Special Fund,ADB,800.00,RCIF,18-May-2010,14-Dec-2010
2010,7753,REG,Strengthening Coastal and Marine Resources Management in the Coral Triangle of the Pacific (Phase 2),R-PATA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,"13,100.00",GEF,09-Nov-2010,14-Dec-2010
2010,7761,IND,Advanced Project Preparedness for Poverty Reduction-Capacity Development for Jharkhand State Roads Sector (Subproject 11),C-CDTA,E,PS,Transport and ICT,Bilateral,Single Donor,"1,100.00",UKG,18-Nov-2009,16-Dec-2010
2010,7762,NEP,Preparation of the Agricultural Development Strategy,PATA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,500.00,IFAD,02-Dec-2010,14-Dec-2010
2010,7764,REG,Ensuring Sustainability of Greater Mekong Subregion Regional Power Development,R-CDTA,E,PS,Energy,Bilateral,Single Donor,"1,350.00",AFD,23-Dec-2009,12-Nov-2010
2010,7766,IND,Advanced Project Preparedness for Poverty Reduction-Institutional Development for a Value Chain Approach to Agribusiness  in Bihar and Maharastra (Subproject 12),C-CDTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,850.00,UKG,18-Nov-2009,15-Dec-2010
2010,7768,INO,Institutional Strengthening for the Water Resources Sector,PATA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,500.00,JFPR,01-Nov-2010,14-Dec-2010
2011,6289,REG,Core Environment Program and Biodiversity Conservation Corridors Initiative in the GMS (Supplementary) 2,R-RDTA,J,C,Agriculture and Natural Resources,Special Fund,ADB,"1,000.00",CCF,,12-Apr-2011
2011,6289,REG,Core Environment Program and Biodiversity Conservation Corridors Initiative in the GMS (Supplementary) 2,R-RDTA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"1,086.08",SWE,14-Dec-2010,12-Apr-2011
2011,6293,REG,Managing the Cities in Asia (Supplementary),R-RDTA,J,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"2,330.00",SWE,10-Dec-2010,16-May-2011
2011,6353,REG,Private Sector Development Initiative (Supplementary) 4,R-PATA,J,C,Public Sector Management,Bilateral,Single Donor,79.35,AUS,27-Apr-2011,11-May-2011
2011,6437,REG,Integrated Trade Facilitation Support for Central Asia Regional Economic Cooperation (Supplementary),R-CDTA,J,C,Industry and Trade,Special Fund,ADB,500.00,RCIF,,19-Dec-2011
2011,6438,REG,Implementation of the Technical Support Facility under the Carbon Market Initiative (Supplementary) 3,R-RDTA,J,PS,Energy,Bilateral,Single Donor,550.00,AUT,05-Sep-2011,16-Sep-2011
2011,6445,REG,Support for Implementation of the Second Governance and Anticorruption Action Plan (Supplementary),RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,391.00,GCF,,25-Oct-2011
2011,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (Supplementary) 2,R-CDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,"5,000.00",NET-WFPF,26-Aug-2011,16-Nov-2011
2011,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program (Supplementary) 2,R-CDTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,"1,500.00",MDTF-WFPF,09-Mar-2010,16-Nov-2011
2011,6522,REG,Establishment of the Pacific Infrastructure Advisory Center (2nd Supplementary),R-PATA,E,PS,Multisector,Bilateral,Single Donor,"1,500.00",AUS,09-Nov-2011,07-Dec-2011
2011,6522,REG,Establishment of the Pacific Infrastructure Advisory Center (3rd Supplementary),R-PATA,E,PS,Multisector,Bilateral,Single Donor,"1,178.00",AUS,21-Jan-2011,22-Mar-2011
2011,7166,KIR,Economic Management and Public Sector Reform (Supplementary),CDTA,J,PS,Public Sector Management,Bilateral,Single Donor,"1,500.00",AUS,22-Mar-2011,12-Apr-2011
2011,7345,VAN,Port Vila Urban Development (Supplementary),PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,500.00,AUS,10-Jun-2011,10-Jun-2011
2011,7359,KIR,Tarawa Sanitation Improvement (Supplementary),PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,125.00,AUS-PRIF,11-Feb-2010,14-Feb-2011
2011,7431,REG,Greater Mekong Subregion Phnom Penh Plan for Development Management IV (Supplementary),R-CDTA,J,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,28-Feb-2011,22-Jun-2011
2011,7494,REG,Fourth High-Level Forum on Aid Effectiveness (5th Supplementary),R-PATA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,58.97,HLF-4,09-Dec-2011,12-Dec-2011
2011,7494,REG,Fourth High-Level Forum on Aid Effectiveness (4th Supplementary),R-PATA,J,PS,Public Sector Management,Bilateral,Single Donor,98.00,CAN,,02-Dec-2011
2011,7494,REG,Fourth High-Level Forum on Aid Effectiveness (3rd Supplementary),R-PATA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,208.96,HLF-4,18-Nov-2011,18-Nov-2011
2011,7494,REG,Fourth High-Level Forum on Aid Effectiveness (2nd Supplementary),R-PATA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,763.69,HLF-4,21-Oct-2011,21-Oct-2011
2011,7507,REG,2011 International Comparison Program for Asia and the Pacific (2nd Supplementary),R-RDTA,E,PS,Multisector,Multilateral,Multidonor,161.00,WB,16-Aug-2011,15-Sep-2011
2011,7512,REG,Empowering the Poor through Increasing Access to Energy (2nd Supplementary),R-PPTA,E,PS,Energy,Bilateral,Single Donor,"2,750.00",AUT,14-Nov-2011,18-Nov-2011
2011,7512,REG,Empowering the Poor through Increasing Access to Energy (Supplementary),R-PPTA,J,C,Energy,Bilateral,Single Donor,133.00,Swiss Cooperation Fund for Consulting Services,04-Feb-2011,22-Jun-2011
2011,7551,GEO,Developing a Geospatial Urban Water Supply and Sanitation Utility Management System (Supplementary),CDTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,600.00,SPA,,13-Dec-2011
2011,7575,REG,Determining the Potential for Carbon Capture and Storage in Southeast Asia (Supplementary),R-CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,350.00,CCSF,10-May-2011,04-Jul-2011
2011,7583,INO,Geothermal Power Development (Supplementary),PPTA,E,PS,Energy,Bilateral,Single Donor,225.00,AUS,21-Oct-2011,21-Oct-2011
2011,7610,CAM,Supporting Policy and Institutional Reforms and Capacity Development in the Water Sector (2nd Supplementary),CDTA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"4,550.00",AUS,30-Mar-2011,30-Mar-2011
2011,7610,CAM,Supporting Policy and Institutional Reforms and Capacity Development in the Water Sector (Supplementary),CDTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"3,750.00",NDF,19-Jan-2011,19-Jan-2011
2011,7627,REG,Enabling Climate Change Responses in Asia and the Pacific - Capacity Development to Address Climate Change (Subproject 3) (Supplementary),CDTA,E,PS,Multisector,Bilateral,Single Donor,100.00,SWE,14-Jan-2011,18-Jan-2011
2011,7644,REG,Greater Mekong Subregion: Corridor Towns Development (2nd Supplementary),R-PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,300.00,UFPF-UEIF,,13-Dec-2011
2011,7644,REG,Greater Mekong Subregion: Corridor Towns Development (Supplementary),R-PPTA,J,PS,Water and Other Municipal Infrastructure and Services,Global Fund,Multidonor,600.00,SCF-PPCR,29-Jun-2011,08-Aug-2011
2011,7739,INO,Supporting Water Operators' Partnerships (Supplementary),CDTA,E,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,425.00,AUS,06-Jan-2012,02-Dec-2011
2011,7744,REG,Asia-Pacific Community of Practice on Managing for Development Results - From Concept to Practice (2nd Supplementary),R-CDTA,J,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,08-Sep-2011,08-Sep-2011
2011,7744,REG,Asia-Pacific Community of Practice on Managing for Development Results - From Concept to Practice (Supplementary),R-CDTA,J,C,Public Sector Management,Bilateral,Single Donor,711.50,JFPR,25-Feb-2011,14-Apr-2011
2011,7744,REG,Asia-Pacific Community of Practice on Managing for Development Results - From Concept to Practice (Supplementary),R-CDTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,320.00,MFDR,14-Apr-2011,14-Apr-2011
2011,7753,REG,Strengthening Coastal and Marine Resources Management in the Coral Triangle of the Pacific (Phase 2) (Supplementary),R-PATA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,18.18,GEF,09-Nov-2010,13-Dec-2011
2011,7760,NEP,Support for the Implementation of School Sector Reform Program (Supplementary),CDTA,J,PS,Education,Bilateral,Single Donor,190.00,DEN,27-Sep-2011,21-Sep-2011
