,type,approval number,country,year,title,status
1353,TA,8086,LAO,2012,SUPPORTING DECENTRALIZED RURAL INFRASTRUCTURE DEVELOPMENT,ACTIVE
1354,TA,8088,REG,2012,"ENHANCING ENGAGEMENT WITH PACIFIC DEVELOPING MEMBER COUNTRIES,PH2",ACTIVE
1355,TA,8089,IND,2012,OPERTNL RSRCH TO SUPPRT MNSTRMNG OF INTGRD FLOOD MGT UNDR CLMTE,ACTIVE
1356,TA,8090,TAJ,2012,Building Capacity for Climate Resilience,ACTIVE
1357,TA,8091,REG,2012,BETTER GREENHOUSE GAS ASSMNT METHDOLOGIES IN SUSNBLE PBLC TRANPRT,ACTIVE
1358,TA,8100,TUV,2012,INSTITUTIONAL STRENGTHENING OF THE MINISTRY OF FINANCE &ECON DEVT,ACTIVE
1359,TA,8101,REG,2012,INTELLIGENT TRANSPORT SYSTEMS(ITS) FOR BETTER URBAN TRNSPORT(SP3),FIN COMPL
1360,TA,8102,VIE,2012,PRMTNG CLMTE RESILIENT RURAL INFRSTRCTURE IN NORTHRN MT. PROVINCE,ACTIVE
1361,TA,8105,REG,2012,DEMNSTRTN OF AN ASSISTD BRKR MODEL FR TRNSFER OF LOW-CARBN TECH,ACTIVE
1362,TA,8108,VIE,2012,SUPPORTING MICROFINANCE DEVELOPMENT PROGRAM,FIN COMPL
1363,TA,8109,REG,2012,INTEGRATION OF CLIMATE TECHNOLOGY NEEDS INTO NTL DEVT STRATEGIES,ACTIVE
1364,TA,8110,IND,2012,INSTITUTIONAL DEVELOPMENT FOR RURAL ROADS ASSET MANAGEMENT,ACTIVE
1365,TA,8111,PHI,2012,CLIM RSLNCE & GREEN GRWTH-UPPER MARIKINA RVR BASIN PRTCTD LNDSCPE,ACTIVE
1366,TA,8115,PHI,2012,SOLID WASTE MANAGEMENT SECTOR PROJECT,ACTIVE
1367,TA,8116,IND,2012,ADV PREPRDNESS FR PVRTY REDCTN-DETAILD DESGN FOR SASEC SUBREG RD,ACTIVE
1368,TA,8119,REG,2012,Economics of Climate Change in  Central and West Asia,ACTIVE
1369,TA,8120,REG,2012,GRID INTEGRATION OF RENEWABLE ENERGY SOURCES & SOLAR ENERGY TECH,FIN COMPL
1370,TA,8121,CAM,2012,CAPACITY DEVELOPMENT FOR URBAN MANAGEMENT,ACTIVE
1371,TA,8122,REG,2012,ESTBLSHNG A PILOT CNER TO FACLTATE CLMTE TECH INV IN ASIA & PAC,ACTIVE
1372,TA,8128,BAN,2012,COASTAL TOWNS INFRASTRUCTURE IMPROVEMENT PROJECT,FIN COMPL
1373,TA,8129,IND,2012,UPDATNG LOAD FORECASTNG & POWER SYSTEM MASTER PLAN FR ASSAM(SP26),FIN COMPL
1374,TA,8130,SOL,2012,OUTER ISLAND RENEWABLE ENERGY PROJECT,FIN COMPL
1375,TA,8132,REG,2012,PROMOTION OF DIRCT INVESTMNT  IN PRIORITY CLIMTE TECHN PRJ(SP5),ACTIVE
1376,TA,8133,PRC,2012,ROAD MAP FOR CARBON CAPTURE AND STORAGE DEMONSTRATION & DEPLOYMNT,FIN COMPL
1377,TA,8135,PHI,2012,DESIGN OF A PILOT PROJ TO IMP ENVRNMNTL CONDTNS OF ESTERO DE PACO,FIN COMPL
1378,TA,8136,MYA,2012,SSTA-MYANMAR TOURISM MASTER PLAN,FIN COMPL
1379,TA,8143,FSM,2012,PREPARING THE POHNPEI PORT DEVELOPMENT PROJECT,FIN COMPL
1380,TA,8144,BAN,2012,CAPACITY BUILDING FOR DISASTER RISK FINANCE,ACTIVE
1381,TA,8149,PRC,2012,YUNNAN PU'ER REGIONAL INTEGRATED ROAD NETWORK DEVELOPMENT PROJECT,FIN COMPL
1382,TA,8153,REG,2012,POLICIES FR INDSTRIAL &SRVCE DVRSFCTN IN ASIA IN THE_21ST CENTURY,ACTIVE
1383,TA,8154,BAN,2012,IRRIGATION MANAGEMENT IMPROVEMENT INVESTMENT PROGRAM,FIN COMPL
1384,LN,8163,PAK,1996,SECOND GIRLS PRIMARY SCHOOL SECTOR PROJ,ACTIVE
1385,TA,8163,REG,2012,IMPLEMENTING THE GMS CORE AGRICULTURE SUPPORT PROGRAM(PHASE 2),ACTIVE
1386,TA,8164,PHI,2012,STRENGTHENING KNOWLEDGE-BASED ECONOMIC AND SOCIAL DEVELOPMENT,ACTIVE
1387,TA,8166,IND,2012,CLIMATE ADAPTATION THRU SUB-BASIN DEVELOPMENT INVESTMENT PROGRAM,ACTIVE
1388,TA,8168,REG,2012,PROMTING SOCIALLY SUSTNBLE TRNSPRT THRU IMPROVNG NONMTRZD TRNPRT,ACTIVE
1389,LN,8170,PHI,1997,SIXTH ROAD PROJECT,CLOSED
1390,LN,8172,INO,1998,PART A-CREDIT COMPONENT,CLOSED
1391,LN,8172,INO,1998,PART A-CREDIT COMPONENT,CLOSED
1392,TA,8172,PRC,2012,JILIN URBAN SERVICES IMPROVEMENT PROJECT,FIN COMPL
1393,TA,8173,NEP,2012,SUPPORTING THE STRENGTHENING PUBLIC MANAGEMENT PROGRAM,ACTIVE
1394,LN,8175,LAO,1998,XIENG KHOUANG ROAD IMPROVEMENT PROJECT,CLOSED
1395,TA,8178,PRC,2012,ADVANCING SHANGHAI CARBON MARKET THROUGH EMISSIONS TRADING SCHEME,FIN COMPL
1396,TA,8179,CAM,2012,MAINSTREAMING CLIMATE RESILIENCE INTO DEVELOPMENT PLANNING,ACTIVE
1397,LN,8182,CAM,1998,PRIMARY ROADS RESTORATION,CLOSED
1398,LN,8183,SRI,1999,SKILLS DEVELOPMENT,CLOSED
1399,TA,8183,THA,2012,IMPROVEMENT OF RAILWAY PASSENGER SERVICES,FIN COMPL
1400,TA,8185,PRC,2012,PILOT IMPLEMENTATION OF THE DROUGHT MANAGEMENT STRATEGY,FIN COMPL
1401,TA,8186,REG,2012,GREATER MEKONG SUBREGION: CLIMATE RESILIENCE IN CITIES,FIN COMPL
1402,LN,8187,BAN,2000,SOUTHEST ROAD NETWORK DEVELOPMENT PROJECT,CLOSED
1403,TA,8187,MYA,2012,SUPPORT FOR EDUCATION SECTOR PLANNING,FIN COMPL
1404,TA,8188,CAM,2012,COUNTRY SYSTEMS IN PROCUREMENT AND FINANCIAL MANAGEMENT,ACTIVE
1405,TA,8189,REG,2012,IMPLEMENTATION OF SUSTAINABLE TRANSPORT IN ASIA AND THE PACIFIC,ACTIVE
1406,TA,8190,MYA,2012,SSTA-TRDE FCLTN SPPRT FR ASEAN ECON COMMUNITY BLUEPRINT IMPLMNTTN,FIN COMPL
1407,LN,8191,NEP,2000,MELAMCHI WATER SUPPLY,CLOSED
1408,LN,8192,PHI,2000,TECHNICAL EDUCATION AND SKILLS DEVELOPMENT,CLOSED
1409,TA,8194,THA,2012,ACCTNG & FINANCIAL MNG'T SYS REFORM FOR THAILAND'S RAILWAY SECTOR,FIN COMPL
1410,LN,8195,PAK,2000,NWFP BARANI AREA DEVELOPMENT PROJECT-PHASE II,CLOSED
1411,TA,8195,PHI,2012,DAVAO SUSTAINABLE URBAN TRANSPORT PROJECT,FIN COMPL
1412,TA,8197,BAN,2012,Supporting Brick Sector Develo pment Program,ACTIVE
1413,LN,8198,TIM,2002,EMERGENCY INFRASTRUCTURE REHABILITATION PHASE II,CLOSED
1414,LN,8199,NEP,1999,"RURAL ELECTRIFICATION, DISTRIBUTION AND TRANSMISSION",CLOSED
1415,LN,8200,SRI,2001,SOUTHERN PROVINCE RURAL ECONOMIC ADVANCEMENT,CLOSED
1416,TA,8201,PRC,2012,JIANGXI ZHELIN LAKE WATER RESOURCES INTEGRATED UTILIZATION PROJCT,ACTIVE
1417,LN,8201,SRI,2001,NORTH EAST COMMUNITY RESTORATION & DEVT,CLOSED
1418,TA,8202,INO,2012,FISCAL ASPECT OF SOCIAL SECURITY REFORM,ACTIVE
1419,LN,8202,PAK,2002,ROAD SECTOR DEVELOPMENT,ACTIVE
1420,LN,8203,TAJ,2000,ROAD REHABILITATION,CLOSED
1421,LN,8204,BAN,2002,ROAD NETWORK IMPROVEMENT AND MAINTENANCE,CLOSED
1422,TA,8204,REG,2012,REGIONAL CAPACITY DEVELOPMENT FOR STRENGTHENED HIV RESPONSE,FIN COMPL
1423,LN,8205,CAM,2003,GMS:CAMBODIA ROAD IMPROVEMENT,CLOSED
1424,LN,8206,SRI,2002,ROAD SECTOR DEVELOPMENT,CLOSED
1425,TA,8206,SRI,2012,CAPACITY DEVELOPMENT FOR NON REVENUE WATER REDUCTION,FIN COMPL
1426,LN,8211,PNG,2003,Community Water Transport,CLOSED
1427,TA,8212,MON,2012,ULAANBAATAR URBAN TRANSPORT CAPACITY DEVELOPMENT,ACTIVE
1428,LN,8212,TAJ,2003,Dushanbe-Kyrgyz Border Road Rehabilitation (Phase I),CLOSED
1429,TA,8214,REG,2012,IMPLEMENTING PRUDENTIAL STANDARDS IN ISLAMIC FINANCE,ACTIVE
1430,LN,8217,LAO,2004,ROADS FOR RURAL DEVELOPMENT PROJECT,CLOSED
1431,TA,8217,SOL,2012,STRENGTHENING COUNTRY SAFEGUARD SYSTEMS IN THE TRANSPORT SECTOR,FIN COMPL
1432,LN,8219,LAO,2005,Northern & Central Region Water Supply & Sanitation Project,CLOSED
1433,LN,8220,BAN,2005,SECONDARY TOWNS INTEGRATED FLOOD PROTECTION PHASE 2,ACTIVE
1434,TA,8220,REG,2012,JOINT CNTRL OF TRANSBOUNDARY ANIMAL DISEASES N THE PRC & MONGOLIA,ACTIVE
1435,TA,8221,BAN,2012,INSTITUTIONAL STRENTHENING OF THE ROADS AND HIGHWAYS DEPARTMENT,ACTIVE
1436,LN,8221,SRI,2005,TSUNAMI-AFFECTED AREAS REBUILDING PROJECT,ACTIVE
1437,TA,8222,KGZ,2012,INVESTMENT CLIMATE IMPROVEMENT PROGRAM-SUBPROGRAM 2(PREPARNG SUBPRGM3),FIN COMPL
1438,LN,8222,NEP,2004,COMMUNITY MANAGED IRRIGATED AGRICULTURE SECTOR,ACTIVE
1439,TA,8223,REG,2012,SUPPORTING THE USE OF CARBON FINANCING TO PROMOTE GREEN GROWTH,ACTIVE
1440,TA,8224,INO,2012,IMPROVING ACCESS TO FINANCE IN ACEH AND NORTH SUMATRA,ACTIVE
1441,LN,8225,BAN,2006,SECONDARY TOWNS WATER SUPPLY AND SANITATION SECTOR PROJECT,ACTIVE
1442,TA,8225,REG,2012,GREATER MEKONG SUBREGION PHNOM PENH PLAN FR DEV'NT MNG'TPHASE V,FIN COMPL
1443,LN,8227,VIE,2006,GMS:KUNMING-HAIPHONG TRNSPRT CRRDOR YEN VIEN-LAO CAI RLWY UPGRDNG,ACTIVE
1444,TA,8228,BAN,2012,ENHANCING EFFECIENCY OF THE CAPITAL MARKET,FIN COMPL
1445,LN,8228,CAM,2007,GMS:REHABILITATION OF THE RAILWAY IN CAMBODIA,ACTIVE
1446,TA,8229,BHU,2012,ENHANCING DEVELOPMENT MANAGEMENT FOR SUSTAINABLE & INCL GROWTH,ACTIVE
1447,LN,8229,LAO,2006,NORTHERN REGION SUSTAINABLE LIVELIHOODS THRU LIVESTOCK DEVT PROJ,ACTIVE
1448,LN,8230,TAJ,2007,REGIONAL POWER TRANSMISSION INTERCONNECTION,CLOSED
1449,LN,8231,NEP,2006,ROAD CONNECTIVITY SECTOR I,ACTIVE
1450,LN,8232,SAM,2007,POWER SECTOR EXPANSION PROJECT,ACTIVE
1451,LN,8233,BAN,2008,EMERGENCY DISASTER DAMAGE REHABILITATION (SECTOR) PROJECT,CLOSED
1452,LN,8234,NEP,2007,RURAL RECONSTRUCTION AND REHABILITATION SECTOR,CLOSED
1453,LN,8235,NEP,2008,MELAMCHI WATER SUPPLY PROJECT,ACTIVE
1454,LN,8236,VIE,2007,INTEGRATED RURAL DEVELOPMENT SECTOR PROJECT IN CENTRAL PROVINCES,ACTIVE
1455,LN,8237,PNG,2007,LAE PORT DEVELOPMENT PROJECT,ACTIVE
1456,LN,8238,PHI,2007,AGRARIAN REFORM COMMUNITIES PROJECT II,ACTIVE
1457,TA,8238,REG,2012,STRNGTHNG DISASTER & CLMTE RISK RESILNCE IN URBAN DVT IN THE PCFC,ACTIVE
1458,LN,8239,BAN,2008,EMERGENCY DISASTER DAMAGE REHABILITATION (SECTOR),CLOSED
1459,LN,8240,IND,2008,ORISSA INTEGRATED IRRIGATED AGRICULTURE & WATER MGT INVEST PROG,ACTIVE
1460,TA,8240,REG,2012,SUPPORTING REGIONAL PROJECT DEVELOMPMENT FOR ASEAN'S CONNECTIVITY,ACTIVE
1461,LN,8241,LAO,2008,LAO:NORTHERN GMS TRANSPORT NETWORK IMPROVEMENT PROJECT,ACTIVE
1462,TA,8241,MON,2012,PROMOTING INCLUSIVE GROWTH,ACTIVE
1463,LN,8242,CAM,2009,ROAD ASSET MANAGEMENT PROJECT,CLOSED
1464,LN,8243,CAM,2009,TONLE SAP POVERTY REDUCTION AND SMALLHOLDER DEVELOPMENT PROJECT,ACTIVE
1465,TA,8244,MYA,2012,CAPACITY DEVELOPMENT AND INSTITUTIONAL SUPPORT,ACTIVE
1466,LN,8244,UZB,2009,TALIMARJAN POWER PROJECT,ACTIVE
1467,LN,8245,INO,2009,JAVA-BALI ELECTRICITY DISTRIBUTION PERFORMANCE IMPROVEMENT PROJ,ACTIVE
1468,LN,8246,PAK,2009,MFF-ENERGY EFFICIENCY INVESTMENT PROGRAM-TRANCHE 1,CLOSED
1469,LN,8247,NEP,2009,SOUTH ASIA TOURISM INFRASTRUCTURE DEVELOPMENT,ACTIVE
1470,LN,8248,BAN,2009,PARTICIPATORY SMALL-SCALE WATER RESOURCES SECTOR PROJECT,ACTIVE
1471,LN,8249,NEP,2010,SECONDARY TOWNS INTEGRATED URBAN ENVIRONMENTAL IMPROVEMENT PROJ,ACTIVE
1472,LN,8250,BAN,2010,PARTICIPATORY SMALL-SCALE WATER RESOURCES SECTOR-SUPPL,ACTIVE
1473,TA,8250,REG,2012,IMPROVING FINANCIAL INCLUSION IN ASIA_AND THE PACIFIC,ACTIVE
1474,LN,8251,KAZ,2010,CAREC TRANSPORT CORRIDOR 1 INVT PROGRAM - TRANCHE 3,ACTIVE
1475,LN,8252,SRI,2005,NATIONAL HIGHWAYS SECTOR PROJECT,CLOSED
1476,LN,8253,CAM,2010,WATER RESOURCES MANAGEMENT SECTOR DEVT PROGRAM(PROJECT LOAN),ACTIVE
1477,LN,8254,CAM,2011,PROVINCIAL ROADS IMPROVEMENT PROJECT,ACTIVE
1478,LN,8255,LAO,2011,2ND NORTHERN GMS TRANSPORT NETWORK IMPROVEMENT PROJECT,ACTIVE
1479,TA,8255,MON,2012,STRENGTHENING THE ANTI MONEY LAUNDERING REGIME,ACTIVE
1480,TA,8256,TIM,2012,PREPARING FOR REGIONAL ECONOMIC INTEGRATION,ACTIVE
1481,LN,8257,NEP,2011,DECENTRALIZED RURAL INFRASTRUCTURE & LIVELIHOOD PROJ-ADD'L FINCNG,ACTIVE
1482,TA,8257,REG,2012,RESULTS-BASED STRATEGY AND SECTOR PLANNING IN THE PACIFIC,ACTIVE
1483,LN,8258,BAN,2012,COASTAL CLIMATE-RESILIENT INFRASTRUCTURE PROJECT,ACTIVE
1484,TA,8258,PHI,2012,CAPACITY BUILDING FOR MICROINSURANCE,ACTIVE
1485,LN,8259,TAJ,2012,CAREC 6 (AYNI-UZBEKISTAN BORDER ROAD)IMPROVEMENT PROJECT,ACTIVE
1486,TA,8260,UZB,2012,E-GOVERNMENT FOR EFFECTIVE PUBLIC MANAGEMENT,ACTIVE
1487,LN,8261,PHI,2012,MARKET TRANSFORMATION THRU INTRO OF ENERG-EFFI ELECT VEHICLES PRO,ACTIVE
1488,LN,8262,CAM,2012,GMS FLOOD & DROUGHT RISK MANAGEMENT & MITIGATION PROJECT,ACTIVE
1489,LN,8263,BAN,2012,SASEC ROAD CONNECTIVITY PROJECT,ACTIVE
1490,LN,8264,CAM,2012,MEDIUM-VOLTAGE SUB-TRANSMISSION EXPANSION SECTOR PROJECT,ACTIVE
1491,LN,8265,CAM,2012,GMS SOUTHERN ECONOMIC CORRIDOR TOWNS DEVELOPMENT PROJECT,ACTIVE
1492,LN,8266,PHI,2012,INTEGRATED NATURAL RESOURCES AND ENVIRONMENTAL MANAGEMENT PROJECT,ACTIVE
1493,LN,8267,PHI,2009,ROAD IMPROVEMENT AND INSTITUIONAL DEVELOPMENT PROJECT,ACTIVE
1494,TA,8267,THA,2012,STRENGTHENING INTEGRATED WATER & FLOOD MANAGEMENT IMPLEMENTATION,ACTIVE
1495,TA,8268,MLD,2012,OUTER ISLANDS FOR SUSTAINABLE ENERGY DEVELOPMENT,ACTIVE
1496,LN,8269,NEP,2013,KATHMANDU VALLEY WASTEWATER MANAGEMENT PROJECT,ACTIVE
1497,TA,8269,PRC,2012,BIODIVERSITY STRATEGY AND ACTION PLAN FOR YUNNAN PROVINCE,FIN COMPL
1498,LN,8270,BAN,2012,GREATER DHAKA SUSTAINABLE URBAN TRANSPORT PROJECT,ACTIVE
1499,LN,8271,CAM,2013,CLIMATE-RESILIENT RICE COMMERCIALIZATION SECTOR DEVELOPMENT PROG,ACTIVE
1500,LN,8272,INO,2011,WEST KALIMANTAN POWER GRID STRENGTHENING PROJECT,ACTIVE
1501,LN,8273,VIE,2012,PUBLIC-PRIVATE PARTNERSHIP SUPPORT PROJECT(ADD'L FINANCING),ACTIVE
1502,LN,8274,PNG,2011,Rural Primary Health Services Delivery Project,ACTIVE
1503,LN,8275,IND,2013,MFF:RAJASTHAN RENEWABLE ENERGY TRANSMISSION INVESTMENT PROG-TRNCH,ACTIVE
1504,LN,8276,INO,2013,JAVA-BALI 500-KILOVOLT POWER TRANSMISSION CROSSING,ACTIVE
1505,TA,8279,IND,2012,PREPARING THE BOND GUARANTEE FUND FOR INDIA,FIN COMPL
1506,LN,8279,VIE,2014,SUSTNBLE URBAN TRNSPRT FR HO CHI MINH CITY MASS RAPID TRANSIT L2,ACTIVE
1507,LN,8280,INO,2014,METROPOLITAN SANITATION MANAGEMENT INVESTMENT PROJECT,ACTIVE
1508,TA,8283,BAN,2012,IMPROVING PUBLIC ADMINISTRATION & SERVICES DELIVERY THRU E-SOLUTN,ACTIVE
1509,LN,8284,BAN,2014,COASTAL TOWNS ENVIRONMENTAL INFRASTRUCTURE PROJECT,ACTIVE
1510,TA,8284,REG,2012,Supporting Financial Stability  in Bhutan and the Maldives,ACTIVE
1511,LN,8285,BAN,2014,THIRD URBAN GOVERNANCE AND INFRASTRUCTURE IMPROVEMENT(SECTOR PROJ,ACTIVE
1512,LN,8286,VIE,2014,HA NOI AND HO CHI MINH CITY POWER GRID DEVELOPMENT SECTOR PROJECT,ACTIVE
1513,TA,8287,INO,2012,SCALING UP RENEWABLE ENERGY ACCESS IN EASTERN INDONESIA,ACTIVE
1514,LN,8291,VIE,2014,STRENGTHENING SUSTAINABLEURBAN TRANSPORT FOR HA NOI METRO LINE 3,ACTIVE
1515,TA,8293,PRC,2012,MNGMT & PROTECTION OF WETLANDS IN WEINAN CITY IN SHAANXI PROVINCE,ACTIVE
1516,TA,8295,IND,2012,INSTITUTIANL STRENGTHNG OF THE CHATTISGARH PUBLIC WORKS DEPT(SP27,ACTIVE
1517,TA,8296,TON,2012,OUTER ISLAND ENERGY EFFICIENCY PROJECT,FIN COMPL
1518,TA,8299,MON,2012,REFORMS N TECHNICAL & VOCATIONAL EDUCATION & TRAINING IN MONGOLIA,FIN COMPL
1519,TA,8301,REG,2012,CAREC:SUPPORTING CAPACITY DEVELOPMENT NEEDS OF CAREC 2020,ACTIVE
1520,TA,8303,PRC,2012,XINJIANG AKESU INTEGRATED URBAN DEV'T & ENVRNMNT IMPRVMNT PROJECT,ACTIVE
1521,TA,8306,RMI,2012,EBEYE WATER SUPPLY AND SANITATION PROJECT,ACTIVE
1522,TA,8307,TON,2012,PROJECT TO IMPLEMENT THE STRATEGIC PROGRAM FOR CLIMATE RESILIENCE,FIN COMPL
1523,TA,8310,VIE,2012,CAP BLDG & COORDNTN IMPRVMNT FR EFFCTVE REG'L COOP INV'T PLANNING,ACTIVE
1524,TA,8314,REG,2012,GREEN CITIES: A SUSTAINABLE URBAN FUTURE IN SOUTHEAST ASIA,ACTIVE
1525,TA,8318,INO,2012,GLOBAL CLIMATE PARTNERSHIP FUND-INDONESIA INVESTMENT PROGRAM,FIN COMPL
1526,TA,8320,BAN,2013,ESTABLISHING A REGULATORY FRAMEWORK FOR URBAN WATER SUPPLY & SANT,ACTIVE
1527,TA,8326,INO,2013,"ENHANCING FINANCIAL SECTOR GOVERNANCE,RISK MANAGEMENT, AND DEPTH",ACTIVE
1528,TA,8327,MYA,2013,DEVELOPING THE ASSET MANAGEMENT PROGRAM FOR MYANMAR ROADS,ACTIVE
1529,TA,8328,AFG,2013,SUPPORTING THE INTER MINISTERIAL COMMISSION FOR ENERGY,ACTIVE
1530,TA,8329,NEP,2013,Support for Sustainable Energy  Management and Reforms,ACTIVE
1531,TA,8330,MYA,2013,GMS EAST-WEST ECONOMIC CORRIDOR EINDU TO KAWKAREIK ROAD IMPRVMENT,ACTIVE
1532,TA,8331,INO,2013,SUSTAINABLE FOREST AND BIODIVERSITY MANAGEMENT IN BORNEO,ACTIVE
1533,TA,8334,PHI,2013,IMPROVING COMPETITIVENESS IN TOURISM,ACTIVE
1534,TA,8335,PHI,2013,EMPLOYMENT FACILITATION FOR INCLUSIVE GROWTH,ACTIVE
1535,TA,8339,BAN,2013,THIRD URBAN GOVERNANCE & INFRASTRUCTURE IMPROVEMENT SECTOR PRJ,ACTIVE
1536,TA,8341,VIE,2013,DVLPNG THE MARKET READINESS PROPOSAL FOR A DOMESTIC CARBON MARKET,FIN COMPL
1537,TA,8342,MYA,2013,POWER TRANSMISSION AND DISTRIBUTION IMPROVEMENT PROJECT,ACTIVE
1538,TA,8345,REG,2013,ESTBLSHMNT OF THE PCFC REGION INFRSTRCTRE FCLTY COORDINATN OFFICE,ACTIVE
1539,TA,8346,NEP,2013,Third Small Towns Water Supply  and Sanitation Sector Project,ACTIVE
1540,TA,8351,IND,2013,PREPARING 2ND POWER SECTOR INVESTMENT PROJECT FOR ASSAM (SUPRJ28),ACTIVE
1541,TA,8354,PHI,2013,SUPPORTING CAPACITY DEVELOPMENT FR THE BUREAU OF INTERNAL REVENUE,ACTIVE
1542,TA,8356,MYA,2013,INSTITUIONAL STRNGTHNG OF NAT'L.MGT COMMITTEE IN ENRGY PLCY PLNG,ACTIVE
1543,TA,8357,VIE,2013,IMPROVING OPERATIONAL PERFORMANCE OF THE WATER SUPPLY PROJECT,ACTIVE
1544,TA,8358,INO,2013,MINIMUM SERVICE STANDARDS CAPACITY DEVELOPMENT PROGRAM,ACTIVE
1545,TA,8359,REG,2013,REGIONLA CLIMATE PROJECTIONS CONSORTIUM & DATA FACILITY IN APC,ACTIVE
1546,TA,8360,REG,2013,IMPLMNTN OF THE STRATEGIC PRGRM FOR CLIMATE RESILIENCE:PACIFIC REGION,ACTIVE
1547,TA,8361,ARM,2013,Urban Development in Secondary  Cities,ACTIVE
1548,TA,8362,PNG,2013,STRATEGIC PROGRAM FOR CLIMATE RESILIENCE IMPLEMENTATION PROJECT,ACTIVE
1549,TA,8366,KAZ,2013,ALTERNATIVE URBAN INFRASTRUCTURE FINANCING MODALITIES,ACTIVE
1550,TA,8367,REG,2013,PREVENTION & CONTROL OF HIV/AIDS & OTHER COMMUNICABLE DISEASES,FIN COMPL
1551,TA,8369,REG,2013,INNOVATV DATA COLLECTION METHODS FR AGRICLTURL & RURAL STATISTICS,ACTIVE
1552,TA,8370,REG,2013,ESTABLISHMENT OF THE INTL PUBLIC ASSET MANAGEMENT COMPANY FORUM,ACTIVE
1553,TA,8372,UZB,2013,SAMARKAND SOLAR POWER PROJECT,ACTIVE
1554,TA,8376,UZB,2013,Advanced Electricity Metering Project  Phase 2,ACTIVE
1555,TA,8377,MYA,2013,CAPACITY DEVELOPMENT OF THE NATIONAL STATISTICAL SYSTEM,ACTIVE
1556,TA,8378,REG,2013,"PACIFIC PRIVATE SECTOR DEVELOPMENT INITIATIVE, PHASE III",ACTIVE
1557,TA,8381,PRC,2013,GANSU BAIYIN URBAN DEVELOPMENT II PROJECT,FIN COMPL
1558,TA,8382,REG,2013,Sustainable Hydropower in Asia  Publication,ACTIVE
1559,TA,8384,REG,2013,EVOLVING LINKAGES OF THE PACIFIC ECONOMIES,ACTIVE
1560,TA,8385,MYA,2013,SUPPORT FOR POST PRIMARY EDUCATION DEVELOPMENT,ACTIVE
1561,TA,8386,REG,2013,PRMTNG COOPERTION IN SANITARY AND PHOTOSANITARY MEASURES FR CAREC,ACTIVE
1562,TA,8389,REG,2013,SPPRT FR RGL PLTFRM ON INNVTNS N EDUC&HRD FR CMPTVNS-ASEAN COMNTY,ACTIVE
1563,TA,8391,VIE,2013,STRENGTHENING MICROFINANCE SECTOR OPERATIONS AND SUPERVISION,ACTIVE
1564,TA,8392,REG,2013,PROVISION OF KNOWLDG PROD & SERV TO DMCS THRU SYSTMATC KNWLDGE,ACTIVE
1565,TA,8394,TAJ,2013,ACCESS TO GREEN FINANCE PROJECT,ACTIVE
1566,TA,8396,REG,2013,MIDTERM REVIEW OF THE REP OF KOREA E-ASIA & KNOWLEDGE  PARNERHP,ACTIVE
1567,TA,8398,MYA,2013,DESIGN OF E-GOVERNANCE MASTER PLAN AND REVIEW OF ICT CAPACITY,ACTIVE
1568,TA,8400,REG,2013,PROMOTING ASIAN BOND MARKETS THRU THE ASIANBONDS ONLINE WEBSITE,ACTIVE
1569,TA,8401,AFG,2013,Gas Development Master Plan,ACTIVE
1570,TA,8407,INO,2013,SSTA-PLANNING A PILOT CARBON CAPTURE AND STORAGE ACTIVITY,ACTIVE
1571,TA,8408,REG,2013,COMMUNICATIONS CAMPAIGN FOR PREVENTION OF HIV AIDS,FIN COMPL
1572,TA,8412,NEP,2013,SOUTH ASIA SUBREGIONAL ECONOMIC COOPERATION  SASEC  POWER SYSTEM,ACTIVE
1573,TA,8415,IND,2013,Delhi Water Supply Improvement  Investment Program,ACTIVE
1574,TA,8417,PRC,2013,GANSU FEATURED AGRICULTURE & FINANCIAL SRVICES SYSTEM DEV'T. PROJ,ACTIVE
1575,TA,8420,IND,2013,Advanced Project Preparedness for Poverty Reduction   Enhanc ing Capac,ACTIVE
1576,TA,8421,PRC,2013,ECO-CMPNSTN MCHNSM & PLCY FRMWK STDY-XIANGJIANG RVR WTRSHD OF CZT,ACTIVE
1577,TA,8423,PRC,2013,SHANDONG GROUNDWATER ALLOCATION AND PROTECTION,ACTIVE
1578,TA,8424,PRC,2013,HUBEI ENSHI QING RIVER UPSTREAM ENVIRONMNT REHABILITATION PROJECT,FIN COMPL
1579,TA,8425,REG,2013,SECOND GREATER MEKONG SUBREGION CORRIDOR TOWNS DEVELOPMNT PROJECT,ACTIVE
1580,TA,8430,REG,2013,PROMOTING REGIONAL KNOWLEDGE SHARING PARTNERSHIPS,ACTIVE
1581,TA,8431,PRC,2013,ENERGY EFFICENCY MULTI-PROJECT  FINANCING PROGRAM,ACTIVE
1582,TA,8432,INO,2013,"IMPROVING WATER PLANNING, MANAGEMENT, AND DEVELOPMENT",ACTIVE
1583,TA,8433,REG,2013,TECH TRAINING & CAP BLDG FOR SELECTED ASIAN COUNTRIES ON REFM(PH2,ACTIVE
1584,TA,8435,REG,2013,TRADE FACILITATION IN SOUTH ASIA,ACTIVE
1585,TA,8436,BAN,2013,SUPPORTING PARTICIPATION IN SASEC TRADE FACILITATION PROGRAM,ACTIVE
1586,TA,8437,BHU,2013,SUPPORTING PARTICIPATION IN THE SASEC TRADE FACILIATION PROGRAM,ACTIVE
